date,INR,KRW,MYR,IDR,PHP,BRL,PLN
2023-04-28,-21.69359999999999,1.1217000000000041,0.9836000000000098,-0.05099999999998772,1.9865999999999957,-2.3819999999999766,-6.955500000000001
2023-05-05,-4.9539999999999935,1.256699999999995,2.786900000000003,8.623999999999995,8.417599999999993,-9.211000000000013,-6.955500000000001
2023-05-12,9.890600000000006,-0.566200000000002,6.825699999999998,7.056999999999988,6.399799999999999,5.310000000000002,-6.955500000000001
2023-05-19,2.9647999999999968,-2.9713999999999956,-1.8526999999999987,-5.475999999999999,-6.89070000000001,-9.741000000000014,-9.9298
2023-05-26,0.4831999999999965,-4.8818000000000055,-5.482700000000008,-2.945999999999998,-6.438900000000004,-15.040999999999997,-7.943699999999993
2023-06-02,-15.888400000000004,-7.258499999999998,-12.281400000000005,-14.052000000000007,-15.850300000000004,-21.70999999999998,-7.943699999999993
2023-06-09,-15.888400000000004,-7.0789999999999935,-13.389699999999998,-9.935999999999993,-12.336299999999994,-31.54000000000002,-12.927300000000002
2023-06-16,-18.384900000000002,-8.122900000000001,-12.021,-6.8500000000000085,-8.385899999999992,-34.014999999999986,-9.907300000000006
2023-06-23,-19.318700000000007,-7.067299999999996,-11.450599999999994,-3.9010000000000105,-5.929500000000004,-30.091000000000008,-9.959000000000003
2023-06-30,-9.8647,-4.804200000000002,-5.3581,5.8030000000000115,0.06320000000000903,-26.67100000000002,-9.959000000000003
2023-07-07,-10.849800000000002,-2.7986000000000004,-0.9656999999999982,8.839000000000013,2.9577999999999918,-11.113999999999976,-4.975399999999993
2023-07-14,-5.410200000000003,-3.0109999999999992,-5.200500000000005,3.0960000000000036,-2.632800000000003,-5.799000000000007,-3.0381
2023-07-21,-3.9864000000000033,-3.5755000000000017,-5.024100000000004,0.007000000000005002,-4.48129999999999,-4.317000000000007,-2.9864000000000033
2023-07-28,-3.9864000000000033,-6.378599999999999,-9.9208,-10.837000000000018,-11.858699999999999,-12.126999999999981,-6.983000000000004
2023-08-04,-3.0013000000000005,-7.0954000000000015,-12.478900000000003,-10.840000000000018,-13.417999999999992,-9.188000000000017,-9.940200000000004
2023-08-11,-3.983000000000004,-3.249600000000001,-3.823699999999995,-1.581000000000003,-3.9017000000000053,-6.286000000000001,-6.953800000000001
2023-08-18,0.9231000000000051,3.405100000000001,5.875,14.596000000000004,4.918199999999999,14.796999999999997,-7.910899999999998
2023-08-25,3.878600000000006,7.812800000000003,8.801900000000003,11.370000000000005,9.8266,8.906999999999982,-3.9142999999999972
2023-09-01,2.9203000000000117,5.413699999999995,7.900100000000002,7.822999999999993,1.9701999999999913,-7.710000000000008,-0.957099999999997
2023-09-08,1.4173000000000116,2.0777,1.0526999999999944,8.966000000000008,0.9481000000000108,0.1640000000000157,-3.9990999999999985
2023-09-15,-5.9114,-4.6083,-12.962800000000001,-11.614000000000004,-11.908100000000005,-23.409999999999997,-3.0420000000000016
2023-09-22,2.1111999999999966,-1.5408000000000044,-3.982300000000002,10.961000000000013,0.0043999999999897454,9.652000000000015,2.9954999999999927
2023-09-29,-2.862000000000009,1.7244000000000028,-2.5075999999999965,13.515000000000015,11.412700000000001,22.35300000000001,2.9384000000000015
2023-10-06,2.491199999999992,7.834900000000001,11.858400000000003,11.653999999999996,18.374499999999998,20.81099999999998,8.960700000000003
2023-10-13,4.970799999999997,7.646599999999999,14.143500000000003,14.902999999999992,12.971900000000005,19.88499999999999,8.960700000000003
2023-10-20,-6.007300000000001,7.960300000000004,13.895899999999997,3.5819999999999936,11.875200000000007,9.780000000000001,2.9232000000000085
2023-10-27,-1.0307999999999993,8.713300000000004,15.547800000000002,-0.41200000000000614,6.930300000000003,-0.48599999999999,1.9410999999999916
2023-11-03,-3.9990999999999985,0.5518000000000001,-3.9438999999999993,-4.7120000000000175,-13.356099999999998,-30.222999999999985,-1.0392000000000081
2023-11-10,-4.876599999999996,-0.27479999999999905,-2.978900000000003,-10.034999999999997,-4.940300000000008,-19.520999999999987,-4.0105000000000075
2023-11-17,-7.8729999999999976,-8.006500000000003,-17.770699999999998,-16.018,-22.828199999999995,-38.56200000000001,-4.0105000000000075
2023-11-24,-7.4803,-13.335200000000004,-22.96750000000001,-14.530000000000001,-23.271299999999997,-39.053,-3.9521000000000015
2023-12-01,-12.8675,-10.538700000000002,-15.426700000000004,-11.438999999999993,-11.413800000000009,-16.568000000000012,-5.982499999999995
2023-12-08,-15.276899999999998,-8.733700000000002,-11.6387,-6.466000000000008,-12.026899999999998,-17.070999999999998,-3.011199999999995
2023-12-15,-15.417499999999997,-7.821899999999999,-6.458099999999995,-3.51100000000001,-9.137200000000007,-15.127999999999986,-4.153599999999997
2023-12-22,-14.552299999999995,-3.5043000000000006,-2.017799999999994,-1.7590000000000003,-6.975700000000003,-14.665999999999997,-2.984799999999993
2023-12-29,-8.055599999999998,-2.4647000000000006,-0.5678999999999945,-0.2109999999999843,-6.484899999999996,-12.742999999999995,-0.9543999999999997
2024-01-05,0.22769999999999868,0.1822000000000017,2.6041000000000025,1.9939999999999998,0.08450000000000557,-6.819000000000017,0.01910000000000167
2024-01-12,0.19659999999999656,1.9342000000000006,3.329099999999997,2.6880000000000024,2.206400000000002,-9.328000000000003,1.1615000000000038
2024-01-19,-0.1063000000000045,3.5363000000000007,4.009499999999996,3.01100000000001,3.981200000000001,-1.9420000000000073,2.9688000000000017
2024-01-26,-0.1063000000000045,3.892000000000003,4.394599999999997,1.7800000000000011,3.9998999999999967,5.421999999999997,4.9583999999999975
2024-02-02,-3.1681000000000026,4.735499999999998,-1.1792999999999978,-0.47999999999998977,-2.101600000000005,-5.86699999999999,3.0057999999999936
2024-02-09,0.0,3.395299999999999,1.015500000000003,-0.945999999999998,-2.068100000000001,7.388000000000005,3.0057999999999936
2024-02-16,1.110200000000006,2.3945000000000007,-3.030000000000001,-1.0949999999999989,-3.030300000000004,-0.4759999999999991,0.9967000000000041
2024-02-23,1.110200000000006,0.15209999999999724,-6.3519000000000005,-3.1680000000000064,-5.9953,-14.942999999999998,-0.9928999999999917
2024-03-01,3.073900000000002,-1.395699999999998,-4.927500000000002,-3.128,-2.9711,-10.772999999999996,-0.013799999999989154
2024-03-08,3.073900000000002,1.5372000000000021,-5.0565,1.1899999999999977,1.0082000000000022,-5.844999999999999,0.9643000000000086
2024-03-15,6.971999999999994,1.1507999999999967,-1.9052000000000007,-2.6740000000000066,-2.9239999999999995,-6.103000000000009,2.976099999999988
2024-03-22,12.082699999999996,5.9925999999999995,2.0153000000000034,2.5010000000000048,3.049500000000002,13.220000000000013,6.959799999999987
2024-03-29,4.985300000000002,5.532800000000002,3.0420000000000016,0.3499999999999943,2.0745999999999967,13.25399999999999,7.960199999999986
2024-04-05,4.985300000000002,6.474499999999999,3.9849999999999994,-0.2560000000000002,3.032499999999999,17.917999999999978,6.982099999999988
2024-04-12,-0.022999999999996135,4.837200000000003,4.2472000000000065,0.6380000000000052,5.184100000000001,28.24799999999999,4.020400000000009
2024-04-19,-0.0694999999999979,4.5438000000000045,9.983399999999996,-15.03500000000001,7.942,26.34699999999998,0.03670000000001039
2024-04-26,5.0642,1.5193999999999974,5.983899999999998,3.7260000000000133,5.0,12.816000000000003,-1.0789999999999935
2024-05-03,-0.02949999999999875,-4.015300000000003,1.9715999999999951,1.575000000000017,-0.017700000000004934,-10.798000000000002,-1.0789999999999935
2024-05-10,-0.02949999999999875,-4.157600000000002,0.46809999999999974,-6.6000000000000085,-0.21829999999999927,-13.010999999999996,-1.0170999999999992
2024-05-17,-5.093699999999998,-6.8193000000000055,-7.174500000000002,6.491,-6.997500000000002,-21.12299999999999,-2.9939000000000107
2024-05-24,-5.093699999999998,-3.4675999999999974,-5.111200000000004,-12.548000000000016,-4.987899999999996,-4.187999999999988,-2.878600000000006
2024-05-31,-4.909000000000006,0.018300000000003536,-0.9022000000000006,-9.823000000000008,1.0714000000000112,5.427000000000021,-2.878600000000006
2024-06-07,-4.909000000000006,1.1288000000000054,1.0875999999999948,-5.242999999999995,1.9164999999999992,7.13300000000001,-6.966999999999999
2024-06-14,-4.909000000000006,1.1288000000000054,3.9853000000000023,0.8590000000000089,4.884399999999999,17.180000000000007,-4.017399999999995
2024-06-21,-3.0168999999999997,0.35379999999999967,3.015500000000003,4.540000000000006,4.879199999999997,18.924999999999983,-2.022599999999997
2024-06-28,0.015900000000002024,1.0392999999999972,1.0131000000000014,1.4779999999999944,3.9469999999999885,27.768,-2.022599999999997
2024-07-05,0.015900000000002024,0.19759999999999422,-3.982599999999998,3.299999999999997,-0.9936000000000007,9.337999999999994,2.9675999999999902
2024-07-12,0.015900000000002024,-0.5455000000000041,-7.863799999999998,-8.896,-5.900599999999997,-12.253000000000014,1.0033999999999992
2024-07-19,-3.9629000000000048,0.622799999999998,-2.887500000000003,-7.918000000000006,-0.9373999999999967,-6.903999999999996,-1.9989999999999952
2024-07-26,-2.0867000000000004,0.5080999999999989,-2.0570999999999984,-6.427999999999997,-1.9932000000000016,-14.251000000000005,-1.9989999999999952
2024-08-02,-5.088099999999997,0.19770000000000465,2.9055999999999997,-1.1099999999999994,2.927499999999995,14.732,-1.9989999999999952
2024-08-09,-5.088099999999997,3.7852999999999994,4.1203,10.039999999999992,6.0353000000000065,18.93300000000002,0.9756
2024-08-16,-3.0013999999999967,0.17029999999999745,-1.8396999999999935,4.856999999999999,-2.8863999999999947,-7.313999999999993,1.9831999999999965
2024-08-23,-3.0013999999999967,-1.3685999999999936,-2.9542,-0.4660000000000082,-7.003499999999995,-12.525000000000006,1.4795000000000016
2024-08-30,5.048499999999997,-2.275500000000001,-6.764699999999998,-4.451999999999998,-10.791599999999995,-20.605999999999995,0.010800000000003251
2024-09-06,5.048499999999997,-5.2597999999999985,-5.723300000000002,-6.9069999999999965,-8.088700000000003,-7.366000000000014,-1.9829000000000008
2024-09-13,5.048499999999997,-2.567,-3.1436000000000064,-2.046999999999997,-6.048300000000005,1.4569999999999936,-2.9696
2024-09-20,9.605399999999996,-4.107900000000004,0.04639999999999844,-6.829999999999998,1.0697000000000045,11.212999999999994,2.5549000000000035
2024-09-27,1.0503,-0.9217000000000013,0.12359999999999616,0.5969999999999942,2.0646000000000058,2.5960000000000036,4.023600000000002
2024-10-04,1.0503,-0.7819000000000003,0.6394999999999982,-2.448999999999998,0.09250000000000114,-13.34899999999999,4.034100000000009
2024-10-11,1.0503,-1.5471999999999966,0.11310000000000286,-3.161999999999992,1.0653999999999968,2.38900000000001,4.0261
2024-10-18,-4.5822999999999965,1.4822000000000024,-1.9288999999999987,5.990000000000009,-2.9913000000000025,-2.6910000000000025,-0.9947000000000088
2024-10-25,0.9498999999999995,2.0626999999999995,2.0420000000000016,2.3740000000000094,-1.0527000000000015,4.174000000000007,-0.9947000000000088
2024-11-01,0.9498999999999995,2.0626999999999995,2.0172999999999988,2.3529999999999944,1.0041999999999973,18.397999999999996,-2.0023000000000053
2024-11-08,-1.1347999999999985,0.832099999999997,-0.15720000000000312,1.8669999999999902,-0.10779999999999745,1.9699999999999989,-1.0075999999999965
2024-11-15,-0.05910000000000082,1.087299999999999,2.9337000000000018,1.2590000000000003,2.9893,14.63900000000001,-1.0075999999999965
2024-11-22,-2.084699999999998,-0.2259999999999991,3.869799999999998,1.7680000000000007,5.9619,-2.896000000000015,-3.0120000000000005
2024-11-29,-2.084699999999998,0.3581000000000003,3.9942000000000064,1.0889999999999986,2.980400000000003,1.4720000000000084,-2.004400000000004
2024-12-06,1.0561000000000007,2.091700000000003,4.012100000000004,-2.2519999999999953,2.0005000000000024,9.344999999999999,-2.004400000000004
2024-12-13,1.0561000000000007,2.345100000000002,0.9211999999999989,-1.4520000000000124,-0.05089999999999861,5.992999999999995,-2.004400000000004
2024-12-20,1.0722000000000023,3.0533,1.9335000000000022,1.2169999999999987,1.9432999999999936,41.19400000000002,4.004300000000001
2024-12-27,1.0474999999999994,2.4692000000000007,0.9679999999999964,2.7650000000000006,2.9365999999999985,47.506,4.004300000000001
2025-01-03,-0.02669999999999817,2.9091999999999985,4.924700000000001,5.680000000000007,6.868400000000001,33.333,4.004300000000001
2025-01-10,2.025599999999997,3.0589999999999975,5.981099999999998,7.802000000000007,6.901599999999995,23.054000000000002,4.004300000000001
2025-01-17,2.0094999999999956,1.9335000000000022,1.8252000000000024,4.524000000000001,2.8830000000000098,-9.804000000000002,-1.0234999999999985
2025-01-24,2.0341999999999985,-3.0037999999999982,-2.0339000000000027,-0.7329999999999899,-4.036900000000003,-36.19300000000001,-1.0234999999999985
2025-01-31,3.0322999999999993,-5.017800000000001,-2.935300000000005,-0.20000000000000284,-3.9483000000000033,-20.12299999999999,-2.024799999999999
2025-02-07,0.980000000000004,-5.978400000000001,-3.9816000000000003,-1.5150000000000006,-4.972399999999993,-22.061000000000007,-2.024799999999999
2025-02-14,0.980000000000004,-8.795700000000004,-7.929700000000004,-5.943000000000012,-8.984100000000005,-20.574000000000012,-1.0013000000000005
2025-02-21,-0.06569999999999965,-5.9557,-4.033699999999996,-5.690000000000012,-5.0105,-6.8300000000000125,-1.9736999999999938
2025-02-28,-1.0457000000000036,-4.955599999999997,1.9627000000000052,-4.034999999999997,0.9705000000000013,0.5859999999999843,-0.9723999999999933
2025-03-07,0.015299999999996317,-3.123100000000001,1.9044999999999987,-2.944999999999993,2.9279999999999973,-0.4339999999999975,-1.9984000000000037
2025-03-14,0.015299999999996317,1.8098000000000027,8.1355,6.184000000000012,8.988300000000002,10.84899999999999,-1.9984000000000037
2025-03-21,4.001200000000004,6.809599999999996,10.989599999999996,15.956000000000003,16.928999999999995,21.622000000000014,2.622499999999988
2025-03-28,4.001200000000004,6.068799999999996,5.071399999999997,16.412999999999997,8.008399999999995,5.908999999999992,2.622499999999988
2025-04-04,6.006900000000002,10.1556,14.025300000000001,18.573999999999984,15.9576,25.283000000000015,8.994500000000002
2025-04-11,20.9459,8.036299999999997,23.8782,13.112999999999985,20.90639999999999,20.382000000000005,14.04910000000001
2025-04-18,18.005699999999997,2.1367000000000047,15.01400000000001,7.563999999999993,8.9816,5.224999999999994,10.400600000000011
2025-04-25,18.053800000000003,-1.0681999999999974,10.925600000000003,4.300999999999988,-0.02929999999999211,-5.052999999999997,5.350500000000011
2025-05-02,10.029400000000003,-8.136899999999997,1.116500000000002,0.0,-5.901399999999995,-18.02200000000002,-0.9795999999999907
2025-05-09,-9.960999999999999,-9.792399999999997,-13.825199999999995,0.0,-18.79889999999999,-19.501000000000005,-6.510000000000005
2025-05-16,-9.960999999999999,-7.129800000000003,-14.056300000000007,0.0,-19.96889999999999,-29.823999999999984,-11.018
2025-05-23,-11.940900000000006,-0.8571000000000026,-9.892200000000003,2.747000000000014,-7.904300000000006,-12.244999999999976,-5.9679
2025-05-30,-10.030100000000004,-1.8774000000000015,-11.026499999999999,2.747000000000014,-14.962800000000001,-19.603999999999985,-4.002200000000002
2025-06-06,-5.005400000000002,-2.147500000000001,-10.072300000000006,2.747000000000014,-12.014500000000005,-21.076999999999998,-3.5263999999999953
2025-06-13,-5.005400000000002,-1.9284999999999997,-6.955599999999997,2.747000000000014,-2.9587000000000003,-11.76400000000001,0.46939999999999316
2025-06-20,-3.0519999999999996,-4.111299999999996,-3.0722000000000023,-0.4480000000000075,-2.048500000000004,-11.950000000000017,0.4936000000000007
2025-06-27,-5.011099999999999,-3.105999999999998,-5.075200000000002,-0.4480000000000075,2.9442999999999984,-8.539000000000016,-0.48799999999999955
2025-07-04,-4.984400000000001,-2.0145000000000017,-4.911299999999997,-0.4480000000000075,2.0508999999999986,-16.663999999999987,-2.4802999999999997
2025-07-11,-4.984400000000001,-3.0345000000000013,-0.9081000000000046,-0.4480000000000075,1.044399999999996,-5.373999999999995,-3.4893
2025-07-18,-9.918599999999998,-2.8888,-6.9879999999999995,0.0,-4.978899999999996,-9.067000000000007,-3.013200000000012
2025-07-25,-5.024999999999999,-3.990000000000002,-5.0077,0.4550000000000125,-5.998000000000005,-4.3870000000000005,-5.494100000000003
2025-08-01,-4.9887000000000015,-3.0993999999999993,-1.0989000000000004,0.4550000000000125,-1.066199999999995,12.801999999999992,-3.501800000000003
2025-08-08,-4.9887000000000015,-1.984499999999997,-0.0373999999999981,0.4550000000000125,-0.011299999999998533,-5.373000000000019,-2.985999999999997
2025-08-15,0.984499999999997,-3.0343000000000018,-3.073599999999999,0.4480000000000075,0.036700000000003286,-10.322000000000003,-4.484599999999993
2025-08-22,1.096899999999998,-1.9862000000000002,-0.9046999999999983,-0.45700000000002206,-0.9321999999999946,-8.113999999999976,-2.9990000000000023
2025-08-29,-3.042499999999997,-3.0242000000000004,-2.0959999999999965,-0.45700000000002206,-1.0183000000000035,-15.240999999999985,-3.996600000000001
2025-09-05,-3.042499999999997,-2.9441000000000024,-6.071799999999996,-0.45700000000002206,-4.009500000000003,-6.155000000000001,-2.991199999999999
2025-09-12,-4.103099999999998,-4.0962,-1.955599999999997,-0.45000000000001705,-2.052500000000002,-4.435999999999979,-1.9594999999999985
2025-09-19,-2.4915999999999983,-0.34399999999999764,-0.4140999999999977,11.426000000000016,1.3992000000000004,-13.297000000000011,-0.9641999999999982
2025-09-26,1.6114999999999995,4.203300000000002,3.223099999999995,0.382000000000005,3.128999999999998,0.9309999999999832,4.2179
2025-10-03,1.6114999999999995,3.0363000000000007,2.1151999999999944,0.382000000000005,1.0833000000000013,-2.759999999999991,4.2179
2025-10-10,1.6114999999999995,6.046700000000001,4.114699999999999,0.382000000000005,4.099899999999998,25.483000000000004,4.1845
2025-10-17,0.0,4.281099999999999,4.338799999999999,-11.044000000000011,6.559499999999993,19.652,1.9031999999999982
2025-10-24,-1.5679999999999978,-0.0009000000000014552,-1.0279999999999987,2.7860000000000014,-0.02039999999999509,2.9610000000000127,-2.2813000000000017
2025-10-31,-1.5679999999999978,-1.8081999999999994,-1.977799999999995,2.7860000000000014,-1.9789999999999992,5.435000000000002,-2.2813000000000017
2025-11-07,-1.5679999999999978,-1.0116000000000014,-0.11189999999999856,2.7860000000000014,0.9209000000000032,-14.193000000000012,-3.2039000000000044
2025-11-14,1.4453000000000031,-2.8598999999999997,-2.8984000000000023,2.7860000000000014,-3.9225999999999956,-4.418000000000006,-0.9226000000000028
2025-11-21,3.013300000000001,-0.16939999999999955,2.852499999999999,-2.728999999999985,3.8865999999999943,4.956999999999994,-0.9226000000000028
2025-11-28,3.013300000000001,0.7886999999999986,2.9694000000000003,-2.728999999999985,4.946300000000001,1.742999999999995,-0.9226000000000028
2025-12-05,3.013300000000001,-1.0142999999999986,-1.9522000000000048,-2.728999999999985,0.02750000000000341,-1.4399999999999977,0.030400000000000205
2025-12-12,1.960099999999997,1.0403999999999982,-1.5219999999999985,-9.611999999999995,-0.06569999999999965,-5.3870000000000005,-0.9900999999999982
2025-12-19,1.9923999999999964,-1.4642000000000017,-6.477199999999996,-6.88300000000001,-7.962999999999994,-5.63900000000001,-0.9819999999999993
2025-12-26,1.9923999999999964,0.07060000000000244,-2.537700000000001,-6.88300000000001,-4.005099999999999,-4.413999999999987,-0.9567999999999941
2026-01-02,1.9923999999999964,-1.0091,-1.517399999999995,-6.88300000000001,-4.001100000000001,-4.918000000000006,-0.9871999999999943
2026-01-09,-1.9609999999999985,-2.0939999999999976,-1.5211000000000041,2.5200000000000102,-3.9566000000000017,0.015999999999991132,0.023099999999999454
2026-01-16,-1.9932999999999979,-1.2249999999999979,0.5542999999999978,3.5600000000000023,1.0319000000000003,-3.6850000000000023,-1.9687999999999946
2026-01-23,4.085799999999999,-0.9683000000000028,2.0824,5.5,2.0456999999999965,-5.6510000000000105,-4.003300000000003
2026-01-30,4.085799999999999,0.04669999999999774,0.5255999999999972,6.960000000000008,1.0113999999999947,-8.359999999999985,-4.003300000000003
2026-02-06,6.079099999999997,1.3835999999999977,0.877600000000001,8.469999999999999,1.9113000000000042,-10.081999999999994,-5.005299999999998
2026-02-13,6.079099999999997,1.1442999999999977,-1.1332999999999984,9.859000000000009,-1.0885999999999996,-7.869,-3.021500000000003
2026-02-20,-3.104300000000002,1.3094999999999999,-3.5900999999999996,7.1340000000000146,-2.102399999999996,-4.924999999999997,-0.007199999999997431
2026-02-27,-3.0321,1.9161000000000001,0.01180000000000092,5.401999999999987,0.9358000000000004,2.983000000000004,-2.0035999999999987
2026-03-06,0.03569999999999851,2.948900000000002,2.6295,6.283999999999992,3.569599999999994,9.143,1.9810000000000016
2026-03-13,-0.08070000000000022,6.729500000000002,7.165199999999999,10.147999999999996,14.996099999999991,14.334000000000003,1.0313999999999979
2026-03-20,9.549500000000002,8.136000000000003,15.365099999999998,16.09099999999998,33.4878,25.963000000000008,9.387799999999999
2026-03-27,15.936399999999999,13.1709,12.061500000000002,-10.567999999999984,31.861800000000002,10.293999999999983,11.3842
2026-04-03,13.773200000000003,8.807599999999997,4.585000000000001,-18.39699999999999,22.3771,4.1270000000000095,8.4118
2026-04-10,9.394500000000008,1.3724999999999987,-3.9943000000000026,-34.605000000000004,4.0079000000000065,-17.304999999999993,0.9575999999999993
2026-04-17,-0.48989999999999867,-1.9769000000000005,-14.814700000000002,-44.735,-18.46730000000001,-27.211000000000013,-10.417200000000001
2026-04-24,-4.477800000000002,-6.548199999999998,-13.070300000000003,-12.847000000000008,-22.775000000000006,-18.456000000000003,-10.417200000000001
2026-05-01,-5.305499999999995,-4.914399999999997,-6.942700000000002,-6.01400000000001,-7.409899999999993,-20.930999999999997,-14.377099999999999
2026-05-08,-3.3560000000000088,-4.421999999999997,-6.0445999999999955,-2.7420000000000044,-2.494799999999998,-7.884999999999991,-6.9602
2026-05-15,4.955100000000002,-4.490100000000002,-2.4769000000000005,3.969999999999999,4.456800000000001,-0.492999999999995,-4.946800000000003
2026-05-22,0.9605999999999995,-7.560300000000002,-3.334600000000002,4.989999999999995,8.86030000000001,-4.175999999999988,-3.974899999999998
2026-05-29,0.9714999999999918,-6.811400000000003,-4.2216999999999985,0.5600000000000023,-3.5448999999999984,0.38400000000000034,-0.5655000000000001
2026-06-05,3.9151000000000096,-3.046800000000001,-0.01180000000000092,13.683999999999997,-0.5369000000000028,6.913999999999987,0.009000000000000341
2026-06-12,-3.0825999999999993,-1.2101000000000006,-1.1871999999999971,7.521000000000001,-2.5519999999999925,2.0,0.009000000000000341
2026-06-19,-1.486699999999999,-0.22860000000000014,3.2987000000000037,-5.956999999999994,-11.907499999999999,4.899000000000001,-0.9629000000000048
2026-06-26,3.3555000000000064,0.3248000000000033,3.033200000000001,-0.4609999999999985,-9.199399999999997,8.016999999999996,0.07079999999999842
2026-07-03,3.961199999999991,-0.5417000000000023,2.4587000000000003,-7.944000000000003,-10.424399999999999,0.987000000000009,0.4832000000000036
2026-07-10,6.871899999999997,-0.6354999999999968,3.0936999999999983,-2.519999999999996,-11.8853,-2.475999999999999,0.4832000000000036
2026-07-17,7.073800000000006,1.1454000000000022,-0.6838000000000051,4.022999999999996,1.787399999999991,0.5169999999999959,0.876100000000001
2026-07-24,2.42649999999999,0.8535999999999966,0.5715999999999966,4.929999999999993,6.7368999999999915,-2.9470000000000027,0.4688999999999979
