date,USD_BROAD,EUR,CAD,JPY,BRL,CLP,PLN,MXN,HUF,CNH,IDR,INR,TWD,THB,SGD,KRW,MYR,PHP
2020-09-18,96.6858,109.71,101.042,107.229,66.3052,90.2883,113.953,105.632,100.482,105.886,96.9774,103.309,106.811,109.443,102.383,101.286,108.415,106.979
2020-09-25,98.908,107.845,99.3738,106.067,63.0648,87.8614,109.573,98.5379,98.3833,104.575,95.3207,102.973,105.84,107.586,100.794,99.9296,106.983,106.728
2020-10-02,98.1135,108.453,99.8583,106.312,61.5024,87.3843,112.015,100.396,99.9807,105.915,95.8936,103.554,107.124,107.874,101.78,101.046,107.017,106.808
2020-10-09,97.135,109.253,100.942,105.607,62.0595,86.3083,113.244,103.603,101.238,106.946,97.1985,104.042,108.246,109.583,102.396,102.714,107.634,107.048
2020-10-16,97.361,108.432,100.628,106.151,61.9613,85.9989,110.284,103.946,98.4321,106.938,96.8948,103.871,107.62,109.139,102.136,102.724,107.305,106.441
2020-10-23,96.5558,109.599,101.267,106.739,62.2026,88.4932,111.093,105.609,99.7829,107.62,97.3417,103.515,108.109,108.842,102.218,104.247,107.015,107.053
2020-10-30,97.5809,107.945,99.8645,106.956,60.2604,89.3772,108.493,103.669,97.2915,107.07,96.7636,102.345,108.27,109.072,101.614,103.766,107.022,106.97
2020-11-06,95.9729,109.805,101.678,108.17,62.9795,91.1017,113.126,106.623,101.659,108.568,100.342,103.079,108.27,111.302,102.876,104.923,107.651,107.622
2020-11-13,96.0464,109.215,101.111,106.379,63.7932,90.3965,113.173,107.576,101.917,108.241,100.381,102.524,108.422,112.567,102.737,105.836,107.75,107.587
2020-11-20,95.2291,109.701,101.764,107.533,65.6577,90.973,114.46,110.273,101.388,109.09,100.701,103.333,108.278,112.166,103.165,105.372,108.486,107.507
2020-11-27,95.0626,110.122,102.209,107.149,65.3037,90.3742,114.214,110.693,100.951,108.881,100.956,103.56,108.324,112.0,103.486,106.218,109.044,107.842
2020-12-04,93.9786,112.362,103.224,107.281,67.6921,92.2064,116.886,111.863,104.227,109.787,100.971,104.138,109.542,112.533,103.904,108.086,109.243,108.019
2020-12-11,94.2026,111.895,103.929,107.135,69.4101,94.0031,117.678,110.187,104.885,109.441,100.922,104.206,109.604,112.764,103.531,107.362,109.415,107.955
2020-12-18,93.5449,113.1,104.087,107.842,69.017,95.6374,118.628,111.874,105.531,109.782,101.062,104.701,109.705,113.731,104.232,106.859,109.656,108.016
2020-12-25,93.8578,112.509,103.193,107.648,67.0484,97.2313,116.685,111.73,103.517,109.854,100.636,104.722,109.735,112.717,104.126,106.402,109.059,108.138
2021-01-01,93.5217,112.661,104.287,107.97,67.222,97.2748,115.387,111.724,103.85,109.945,102.63,105.578,109.735,112.945,104.655,107.739,110.028,108.158
2021-01-08,93.4852,112.956,104.67,107.251,64.6192,97.0248,116.841,111.371,104.755,110.665,101.616,105.402,110.27,112.71,104.424,107.454,109.707,108.054
2021-01-15,93.6456,111.743,104.509,107.377,67.3496,94.7486,115.16,112.237,103.624,110.286,101.723,105.736,110.155,112.759,104.087,106.715,109.523,108.211
2021-01-22,93.7362,112.204,104.459,107.309,65.4437,96.3776,115.681,111.724,104.933,110.038,101.388,105.934,110.213,112.925,104.139,106.104,109.282,108.217
2021-01-29,94.1043,111.707,103.613,106.171,64.3377,93.8274,115.619,110.333,104.235,110.698,102.067,106.181,110.11,113.159,103.981,105.084,109.237,108.272
2021-02-05,94.5804,110.324,103.668,105.238,64.6147,93.8232,114.991,109.431,103.421,110.271,101.748,106.204,110.243,112.448,103.235,104.48,108.428,108.293
2021-02-12,93.8092,111.493,104.118,105.772,65.3472,95.586,116.191,111.05,103.948,111.035,102.164,106.692,109.962,113.212,104.09,106.076,109.12,108.441
2021-02-19,93.9003,111.758,104.97,105.408,64.6814,97.2064,116.744,109.07,104.229,110.644,101.595,106.904,110.39,112.802,104.274,106.119,109.115,107.632
2021-02-26,94.7861,111.462,104.767,104.396,63.415,96.8714,115.676,106.148,103.165,110.092,99.6123,104.626,110.389,111.276,103.801,103.815,108.795,106.832
2021-03-05,95.5783,109.84,104.388,102.359,62.0082,95.2506,112.594,105.012,100.484,109.63,99.1834,106.244,110.084,110.758,102.88,103.758,108.134,107.166
2021-03-12,95.3158,109.691,105.563,101.765,63.5183,96.9886,112.245,106.518,100.288,109.498,99.1987,106.671,109.069,109.703,102.465,103.093,106.945,107.742
2021-03-19,94.8944,109.508,106.136,101.879,63.282,96.377,111.243,109.636,99.6968,109.409,99.1638,107.195,108.301,109.579,102.787,103.712,107.179,107.449
2021-03-26,95.8105,108.341,105.34,100.966,62.3569,95.518,109.704,107.82,99.9466,108.845,99.0337,107.12,107.549,108.474,102.358,103.542,106.134,107.688
2021-04-02,95.6521,108.364,105.571,100.245,61.7163,96.7078,110.608,110.027,100.555,108.364,98.4176,106.055,108.015,107.729,102.585,103.828,106.268,107.728
2021-04-09,95.305,109.331,105.353,100.935,63.3088,97.9886,113.109,110.725,102.315,108.441,97.9194,104.209,108.171,107.229,102.745,104.572,106.364,107.895
2021-04-16,94.639,110.283,105.976,101.747,62.8238,99.1782,113.897,112.157,102.503,109.09,98.3799,104.728,108.596,107.909,103.364,105.15,106.532,108.247
2021-04-23,94.3256,110.89,106.148,102.561,64.8326,98.293,114.288,112.456,102.457,109.623,98.3561,103.895,109.512,107.338,103.793,104.85,106.935,108.337
2021-04-30,94.1438,111.064,107.807,101.55,66.3239,97.9045,114.401,111.209,103.636,109.97,99.0424,105.277,110.149,108.029,103.689,105.061,107.282,108.701
2021-05-07,93.9817,110.97,108.79,101.235,66.9718,99.076,113.966,111.46,104.044,110.245,100.152,106.17,110.264,108.009,103.418,104.505,106.833,109.478
2021-05-14,93.7485,111.329,109.185,100.982,66.6401,97.9113,115.798,112.74,105.237,110.312,99.8085,106.502,109.867,107.319,103.183,103.679,106.46,109.747
2021-05-21,93.4245,112.238,109.917,101.519,66.9952,96.2386,117.774,112.454,108.253,110.418,99.5819,107.25,109.909,107.249,103.451,103.872,106.011,109.451
2021-05-28,93.4609,111.806,109.41,100.29,67.6025,95.1797,117.445,111.882,108.242,111.503,99.457,107.701,110.714,107.597,103.906,104.965,106.213,109.659
2021-06-04,93.8605,111.112,109.127,100.006,69.2312,96.0862,117.209,110.909,107.849,110.627,99.4928,106.887,110.662,107.565,103.435,104.74,106.365,109.775
2021-06-11,93.2285,111.468,109.376,100.529,70.11,96.4223,117.534,113.88,108.478,110.928,100.45,106.832,110.901,108.226,103.819,105.05,106.893,109.956
2021-06-18,94.8821,109.248,106.981,99.8661,70.8478,93.8793,113.35,109.601,103.726,109.899,98.8347,105.639,110.396,106.922,102.376,103.403,106.093,108.338
2021-06-25,94.4964,109.46,107.513,99.1561,72.2146,94.3839,114.56,113.219,104.944,109.579,98.6424,105.237,109.758,105.607,102.282,103.61,105.653,108.143
2021-07-02,95.2731,108.307,106.506,98.4547,70.3606,93.4097,113.056,112.33,103.886,109.027,97.8255,104.53,109.342,104.307,101.55,102.859,105.451,106.36
2021-07-09,95.4022,108.517,105.677,99.646,67.5755,92.1684,112.806,112.558,103.055,108.881,98.0644,104.697,109.169,103.206,101.398,101.823,104.759,104.626
2021-07-16,95.5059,107.947,104.992,99.3477,69.5507,91.4663,111.391,112.863,101.509,109.086,98.1677,104.749,109.168,102.391,101.147,102.147,104.272,104.434
2021-07-23,95.8713,107.527,105.173,99.0209,68.3891,92.0862,111.324,111.494,101.324,108.875,97.9438,105.018,108.888,101.744,100.71,101.326,103.833,104.228
2021-07-30,95.1562,108.707,106.186,99.721,70.3344,91.1131,112.7,112.972,102.972,109.04,98.1303,105.072,109.2,101.883,101.184,101.325,103.953,104.766
2021-08-06,95.5719,107.763,105.503,99.4085,67.8438,88.7524,112.082,112.57,103.466,108.901,98.6203,105.466,109.676,100.346,101.242,101.844,103.938,103.74
2021-08-13,95.9032,107.186,105.368,98.9074,67.8413,89.4081,111.114,112.828,102.969,108.545,98.5147,105.298,109.502,100.191,100.673,99.8602,103.444,103.9
2021-08-20,96.8775,106.501,102.174,99.3723,65.8642,87.6467,110.076,110.829,103.035,108.11,97.7665,105.168,108.641,100.082,100.268,98.3125,103.405,104.053
2021-08-27,96.3434,107.146,103.986,98.7952,67.7832,88.0298,110.963,110.199,103.676,108.44,98.0914,106.242,108.965,102.138,101.087,99.3974,104.53,104.769
2021-09-03,95.4422,108.098,105.104,98.8938,68.9034,90.2324,113.718,112.514,105.317,108.966,99.078,107.081,110.035,102.196,101.636,100.427,105.562,105.048
2021-09-10,95.6254,107.694,104.445,98.7588,68.6279,87.1744,112.506,112.799,104.172,109.054,99.3619,106.514,110.046,101.915,101.876,99.5444,105.752,104.943
2021-09-17,96.0562,107.208,104.041,98.6155,68.0438,88.1479,111.259,112.587,103.555,108.593,99.0639,106.394,109.634,100.022,101.309,98.5679,104.801,104.753
2021-09-24,96.4847,106.724,103.853,98.1172,67.4924,88.0409,110.109,111.435,101.64,108.248,98.7047,105.999,109.474,99.4772,100.757,98.5076,104.314,103.207
2021-10-01,97.213,105.295,103.609,97.3401,65.8219,85.2632,109.241,108.91,99.8982,108.667,98.5586,105.497,108.989,98.7065,100.285,97.8244,104.472,103.214
2021-10-08,97.2496,105.075,104.969,96.7032,64.9649,85.1104,108.317,108.913,99.1865,108.302,99.1544,104.279,107.982,97.9092,100.377,96.956,104.444,103.542
2021-10-15,96.8678,105.464,106.593,94.4515,65.0876,83.6869,109.91,109.343,99.7683,108.602,100.096,104.322,108.258,99.4902,100.932,97.9039,104.879,102.998
2021-10-22,96.5235,105.668,106.719,94.7859,63.4668,84.4961,109.443,110.914,98.9125,109.294,99.0923,104.433,108.725,99.4238,100.889,98.4772,105.013,102.945
2021-10-29,96.6354,105.773,106.642,94.7455,64.0172,85.5671,109.256,109.695,99.8108,109.051,98.8619,104.411,108.8,99.6221,100.974,98.8235,105.177,103.738
2021-11-05,97.2993,104.667,105.493,94.5804,64.2237,84.8155,108.359,108.947,99.0415,108.755,97.9667,105.187,108.414,99.3163,100.333,97.435,104.632,103.924
2021-11-12,97.483,103.876,104.444,94.2977,66.7753,87.0354,106.737,108.584,96.6618,109.191,98.8083,104.997,108.829,100.69,100.271,98.1161,104.415,104.93
2021-11-19,98.2821,102.384,103.905,94.363,64.864,82.8787,104.388,107.775,95.0409,108.774,98.2116,104.968,108.535,100.816,99.6551,96.7893,103.899,103.248
2021-11-26,99.322,102.234,102.924,94.1989,64.4489,83.0203,103.939,102.754,94.6925,108.662,97.1709,104.23,108.456,98.0076,98.9323,96.5976,102.46,103.595
2021-12-03,98.9558,102.48,102.417,94.5703,64.2175,82.928,106.619,105.745,95.9848,108.948,96.9045,103.865,108.901,97.3604,98.9115,97.5408,102.588,103.444
2021-12-10,98.8554,102.083,103.432,94.0986,64.2726,81.1578,105.861,107.2,95.2818,108.775,97.2453,103.055,108.814,97.8921,99.126,97.6361,102.974,103.674
2021-12-17,98.9533,102.515,102.537,94.2241,64.3254,81.4024,105.988,108.049,95.1275,108.428,97.1606,102.653,108.381,98.7843,99.1222,97.3339,102.733,104.425
2021-12-24,98.5014,102.559,102.628,93.3545,64.374,80.6911,106.28,109.027,94.4495,108.646,98.469,103.935,108.618,98.4116,99.7312,97.0916,103.246,104.33
2021-12-31,98.4217,102.44,103.013,92.6402,64.4226,81.1356,106.804,109.953,94.6295,108.899,97.9732,104.865,108.692,99.138,100.113,96.8877,103.907,102.036
2022-01-07,98.7124,102.276,103.106,91.9948,64.4713,82.7641,107.651,110.043,97.2967,108.211,97.1024,104.832,108.588,97.5688,99.3783,95.6023,102.776,101.446
2022-01-14,97.8196,103.579,104.966,93.43,64.516,85.0809,109.506,110.589,99.8571,108.605,97.1388,105.074,108.81,98.8378,100.31,96.7428,103.457,101.352
2022-01-21,98.2063,102.427,104.631,93.3482,64.5539,86.5298,108.442,109.788,97.8753,108.689,97.1129,104.669,108.352,99.6525,100.263,96.4285,103.186,101.511
2022-01-28,99.4672,100.607,102.455,91.7821,66.7884,85.5211,105.469,107.955,95.9188,108.135,96.3303,103.733,107.686,98.0262,99.3399,94.7909,103.024,101.558
2022-02-04,98.4013,103.695,102.842,92.2916,68.9179,84.1488,109.581,109.139,100.531,108.233,96.4062,104.264,107.723,99.2555,100.198,95.6659,103.208,101.527
2022-02-11,98.5212,102.894,102.835,91.284,69.222,86.1453,109.471,109.874,99.6801,108.1,96.6227,103.42,107.466,100.059,100.193,95.9298,102.887,101.364
2022-02-18,98.2888,102.562,102.985,91.8357,70.3309,86.7952,109.191,110.737,98.5447,108.604,96.4116,104.324,107.37,101.65,100.163,95.8734,102.888,100.892
2022-02-25,99.1315,100.918,102.11,91.4624,71.4046,85.3891,104.562,109.988,94.0567,108.558,96.3163,103.319,106.692,100.401,99.2901,95.2384,102.458,101.053
2022-03-04,100.138,98.982,102.535,91.4149,72.1514,86.3003,98.3394,107.964,88.5229,108.306,96.0693,102.039,105.973,99.7511,98.8441,93.9792,102.895,99.6951
2022-03-11,100.602,99.2652,102.368,90.113,72.1912,86.4825,100.036,107.583,89.462,107.847,96.5693,101.78,105.12,98.1159,98.7778,92.8305,102.388,98.8727
2022-03-18,100.181,99.3337,103.454,88.36,71.872,86.4897,101.462,109.558,90.9291,107.195,96.1228,102.06,105.055,97.7725,98.8785,94.1162,102.314,98.7176
2022-03-25,99.8274,99.2596,104.174,86.334,76.1074,87.7832,100.882,112.084,91.1088,107.033,96.0009,101.938,103.89,97.1001,98.9046,93.5139,101.78,99.0865
2022-04-01,99.4107,99.6627,104.442,85.6795,76.8673,87.8101,103.627,113.316,93.0314,107.049,95.6636,102.195,103.675,97.3589,98.8472,93.6696,101.669,99.9578
2022-04-08,100.166,98.0164,103.581,84.4166,79.414,85.9637,102.04,111.57,89.3925,106.858,95.6267,102.351,102.727,96.9037,98.2933,92.8123,101.293,99.9845
2022-04-15,100.517,97.3034,103.46,82.7405,78.0999,84.7835,101.697,112.494,88.9976,106.481,95.5142,101.696,101.803,96.7349,98.6276,92.6903,100.845,98.6847
2022-04-22,101.591,97.3565,102.844,81.324,77.8094,83.7967,101.64,110.333,90.3364,103.885,95.0092,101.494,101.189,95.843,97.8917,91.5189,98.6385,98.2243
2022-04-29,102.875,95.0772,102.224,80.1865,73.1801,80.5641,98.4748,110.27,86.5783,102.373,94.43,101.446,100.496,94.9803,96.8569,90.3468,97.8745,98.2615
2022-05-06,103.268,95.2749,101.472,79.976,72.9276,80.334,98.2536,111.139,85.9712,100.92,94.4392,100.83,99.733,94.5636,96.5265,89.5874,97.3872,97.9248
2022-05-13,104.407,93.449,100.087,80.6634,71.1269,80.0988,97.0038,111.187,83.6363,99.307,93.2951,100.043,98.9881,93.3167,95.623,88.5183,96.6509,97.9903
2022-05-20,102.849,95.242,101.759,81.1451,73.7571,82.7214,99.7375,112.786,85.3397,101.039,93.1481,99.838,99.6628,94.6556,96.8114,89.5222,96.7359,98.3845
2022-05-27,102.524,96.2148,102.029,81.6481,76.8255,83.9979,101.823,113.692,84.3516,100.104,93.8182,99.874,100.722,94.8648,97.3155,90.4607,96.844,98.151
2022-06-03,101.904,96.5814,103.42,79.6429,76.8819,85.266,102.209,114.79,84.2185,101.484,94.4689,99.8327,100.62,94.6558,96.9924,90.9588,96.5123,96.9755
2022-06-10,103.107,95.247,102.031,77.3987,74.7469,83.911,100.794,113.667,82.3397,100.373,93.533,99.5202,99.5291,93.105,96.4226,89.1183,96.1166,96.5892
2022-06-17,104.268,94.5838,100.123,76.7906,72.7365,79.9979,98.2474,110.14,81.7666,100.212,91.7976,99.2169,98.8373,91.9384,96.0494,87.6023,96.003,95.3059
2022-06-24,104.12,94.7366,100.149,76.4652,70.2061,76.7729,98.1713,112.383,81.4761,100.284,91.4797,98.8794,98.7486,91.1713,95.7768,87.2723,95.8871,93.1518
2022-07-01,104.708,93.9455,100.508,76.2292,70.0571,75.7833,97.3555,110.826,81.0501,99.9087,90.7621,98.0423,98.5076,90.7653,95.3099,87.1959,95.6718,92.7956
2022-07-08,106.08,91.1409,99.9181,75.8319,68.9662,72.6092,93.1907,109.256,77.4193,99.8766,90.5758,97.6026,98.4169,89.8398,94.7795,86.836,95.1338,91.3026
2022-07-15,107.028,90.4205,99.3111,74.2159,67.9391,68.1261,92.2806,107.854,77.2995,98.7693,90.3945,96.8924,97.7893,88.3088,94.6764,85.2124,94.5568,90.6036
2022-07-22,106.256,91.4365,100.895,74.8806,67.0435,75.0041,94.2565,108.737,79.4386,98.6546,90.2517,96.7742,97.833,88.068,95.4569,85.9852,94.3791,90.861
2022-07-29,105.346,92.0388,101.178,77.0633,71.1565,76.458,95.6619,110.695,78.9284,98.9847,91.016,97.5387,97.5503,89.2004,96.1827,86.6178,94.3077,92.404
2022-08-05,105.503,91.9904,100.645,77.0251,70.8094,77.2071,96.1636,110.026,80.8016,98.637,90.8089,97.5353,97.4083,90.8738,96.3446,86.8486,94.0885,92.381
2022-08-12,104.919,92.4916,101.533,76.654,71.5718,78.7904,97.3887,112.378,81.4702,98.6771,91.9426,96.8985,97.2346,91.3194,96.6249,86.3451,94.2357,91.616
2022-08-19,106.63,90.3957,99.8538,74.738,71.4646,75.0886,93.8074,110.587,77.0016,97.1935,90.8675,96.6537,96.8129,90.3586,95.2681,84.4049,93.4654,91.0098
2022-08-26,106.511,90.0251,100.327,74.6317,72.3002,77.7614,93.494,112.388,76.3421,96.6782,91.1732,96.6775,96.4103,89.636,95.3288,84.5263,93.585,90.8652
2022-09-02,107.657,89.8712,98.6797,72.7357,70.5023,77.8372,94.3742,111.28,78.5032,95.8656,90.4503,96.6233,95.0222,87.8619,94.4652,82.659,93.1597,89.5535
2022-09-09,107.253,90.5647,99.7598,71.956,70.8968,79.4056,95.1105,112.422,79.7252,95.6485,90.7527,96.9464,94.3346,88.9485,94.7353,81.8114,92.7968,89.6761
2022-09-16,108.498,89.776,97.6987,71.1076,70.4639,75.5846,94.3342,111.66,77.5931,94.2089,90.0602,96.7135,92.7042,87.2848,93.9428,80.9751,91.9683,88.641
2022-09-23,110.046,87.6855,95.6421,71.0546,72.2584,74.2166,91.5285,111.37,75.2562,92.5684,89.2536,95.1052,91.3034,85.9374,92.7475,79.2762,91.0265,86.6899
2022-09-30,110.643,87.7979,94.4852,70.3437,68.5131,72.8306,89.6053,111.28,72.7873,92.6108,88.0482,94.6233,90.9555,85.4138,92.1648,78.1996,89.8161,86.3805
2022-10-07,110.362,88.1414,94.4857,70.0443,70.8241,74.4666,90.2684,111.684,72.699,92.9303,88.0404,93.7388,91.4635,86.3253,92.5828,79.6061,89.5032,86.1577
2022-10-14,111.262,87.6031,93.9686,68.6726,70.3002,74.766,90.5466,111.893,73.7283,91.3261,86.8681,93.6327,90.5475,84.3937,92.848,78.2098,88.4523,86.0675
2022-10-21,111.902,87.7769,93.7732,66.945,70.8656,71.9501,91.5761,111.61,74.4597,90.5224,85.9129,93.0519,89.6162,84.0294,92.5594,77.7921,87.7213,86.2374
2022-10-28,110.711,89.5886,95.114,68.552,69.2212,74.5775,94.6064,112.768,76.489,90.3107,86.2241,93.3791,89.7762,84.955,93.6117,78.6486,87.9468,87.5843
2022-11-04,110.757,88.2653,95.0204,68.4837,72.2499,75.2921,94.2798,114.276,77.1685,90.903,85.3268,93.5982,89.8405,85.9936,93.5594,79.1487,87.4125,86.6617
2022-11-11,107.58,92.7604,97.2608,72.4127,69.1343,79.9443,99.3479,115.732,81.6558,92.3422,86.4841,95.3163,92.5771,89.5852,95.9716,84.862,89.6251,88.612
2022-11-18,107.774,93.4989,96.8962,72.1586,68.1214,76.0601,99.7528,115.16,81.024,91.9144,85.5968,94.1865,92.3669,89.8908,96.2826,83.5546,91.0257,88.4946
2022-11-25,107.636,93.7585,96.8342,72.2454,69.4147,77.2563,100.474,115.456,81.0194,91.0088,85.3648,94.2361,92.9265,89.7922,96.0577,83.9279,92.4624,89.4996
2022-12-02,106.049,95.1437,96.2142,75.196,71.2185,80.2886,102.255,116.967,82.5797,93.1848,86.9309,94.5789,94.0919,92.5834,97.9254,86.2477,94.334,91.0066
2022-12-09,106.474,95.3302,94.9559,74.1151,70.6499,82.9659,102.664,113.683,81.3305,93.8952,86.0239,93.4546,93.5478,92.6307,97.8268,85.8213,93.9034,91.4747
2022-12-16,106.722,96.1074,94.6941,73.4284,69.4647,81.0735,103.425,113.044,84.2708,93.474,85.6957,93.0459,93.072,91.9862,97.3571,85.4432,93.4263,91.3792
2022-12-23,106.353,95.9728,94.9859,75.7665,71.4151,81.3042,104.483,114.94,85.6364,93.082,85.7112,92.8876,93.0171,92.4748,97.8074,87.2017,93.3602,91.8348
2022-12-30,105.827,96.598,95.5774,76.2732,69.7847,82.9942,104.379,114.647,86.5044,94.1841,86.5907,93.0942,93.4421,93.0053,98.5479,89.025,93.7284,91.4288
2023-01-06,106.376,94.9969,94.6932,74.6469,68.9226,83.3794,102.566,116.058,86.0192,94.6725,85.2263,92.9166,92.9924,94.369,97.9702,87.7342,93.7046,91.2477
2023-01-13,103.89,97.915,96.595,77.9487,72.1796,86.8809,105.987,118.916,89.1036,96.4379,88.067,94.3163,94.2829,97.1928,99.7987,89.8611,95.1068,92.5793
2023-01-20,104.123,98.0787,95.9299,77.203,71.2472,86.6575,105.911,118.247,89.4852,95.6574,88.4178,94.6344,93.9398,97.9519,99.8618,90.3431,96.1766,93.3021
2023-01-27,103.511,98.619,97.05,77.1719,72.7603,89.1115,106.678,119.616,92.0318,96.0129,89.0936,94.1927,94.2534,97.6901,100.514,90.331,97.0554,93.1289
2023-02-03,103.298,99.1197,96.7991,78.0451,72.9722,91.3442,107.813,119.965,93.3553,96.0558,89.4714,93.7738,95.8169,97.3085,100.76,90.5749,96.6976,94.6967
2023-02-10,104.815,97.0664,96.0829,76.55,69.6434,88.9343,103.737,119.538,90.8368,94.8761,87.8422,92.959,94.2764,95.0012,99.3798,87.9231,94.9857,93.2026
2023-02-17,105.691,96.4462,95.4693,74.134,70.6149,89.6695,103.27,120.352,91.3239,93.8392,87.7509,92.7125,93.3332,92.6811,98.535,85.4923,92.8057,91.7675
2023-02-24,105.902,96.0676,95.114,73.9001,71.7099,88.4692,104.178,121.875,92.7154,92.8483,87.6101,92.7874,93.0106,91.9263,98.1016,85.003,92.6862,92.2673
2023-03-03,105.439,96.4167,95.189,73.5175,70.8286,89.0755,105.255,124.206,93.7698,93.3837,87.0051,93.772,92.7989,92.4691,98.1126,85.5212,91.8,92.8449
2023-03-10,106.166,96.2374,93.4112,73.1064,71.315,90.3623,105.677,122.649,93.1508,92.6725,86.143,93.5628,92.0548,91.5248,97.4935,84.3359,90.8594,92.2961
2023-03-17,105.845,96.6374,94.2253,75.3512,70.4032,87.4204,105.801,119.827,90.3177,93.5464,86.6161,92.9945,92.6993,93.718,98.3525,85.1172,91.5128,93.1301
2023-03-24,105.394,97.6706,93.6868,76.8505,69.505,88.816,107.454,120.023,93.6084,93.6348,87.7913,93.1118,93.2223,93.7716,99.0489,85.196,92.6603,93.7073
2023-03-31,104.409,98.9095,95.3283,74.8868,72.2841,91.4927,109.261,124.602,97.0209,93.4852,88.995,93.4226,92.724,93.6195,99.3003,85.2006,92.9448,93.8765
2023-04-07,104.331,99.409,95.6101,75.8838,72.7728,88.3016,109.909,123.489,99.025,93.484,89.2104,93.9062,93.0504,93.881,99.3434,84.4568,93.1043,93.7233
2023-04-14,103.531,100.676,96.9548,75.2856,74.7101,91.0479,112.23,124.597,101.061,93.6987,90.4644,94.0417,92.8849,93.8499,99.6741,85.4567,93.0869,92.3021
2023-04-21,104.322,99.8567,95.438,74.5411,72.909,91.3254,112.491,125.117,99.7563,93.0172,89.0079,93.5771,92.3495,92.9895,99.0043,83.6075,92.3184,91.2625
2023-04-28,104.601,100.066,94.517,73.2668,73.9557,90.3383,113.581,124.693,101.23,92.4792,90.8414,93.9459,91.8406,93.5988,98.8426,83.001,91.8142,92.1733
2023-05-05,103.886,100.477,95.6776,74.2538,73.8484,90.8544,114.314,125.867,102.365,92.6195,90.8237,94.0538,92.1233,94.6992,99.815,84.3979,92.2722,92.5875
2023-05-12,104.174,99.4219,95.6579,73.983,74.6479,91.5512,114.479,128.085,102.212,91.913,89.935,93.5286,91.7177,93.9358,99.099,83.1769,91.3792,91.6306
2023-05-19,104.841,98.4495,95.7326,72.028,74.1084,91.417,113.667,127.772,99.8564,91.0048,89.2956,92.9195,92.2031,92.8222,98.2268,83.7759,90.1552,91.8167
2023-05-26,105.479,98.0329,94.8091,71.2614,73.0639,89.8796,113.251,126.971,101.195,90.3519,88.9718,93.0701,91.7294,91.9932,97.8689,83.6878,88.905,91.6608
2023-06-02,104.884,98.2891,96.1708,71.668,73.3743,90.7665,114.392,128.797,101.747,90.189,89.9253,93.3661,92.0378,92.2158,98.3681,85.4254,89.334,91.6825
2023-06-09,104.865,98.2478,96.7457,71.3201,74.7151,92.76,115.486,129.905,102.791,89.2169,89.6034,93.1701,91.5717,92.063,98.3941,85.9215,88.6001,91.3634
2023-06-16,104.078,99.9556,97.5311,70.5936,76.4614,92.1903,117.755,131.608,103.412,89.4904,89.0512,93.8068,91.7284,91.8193,98.9884,87.032,88.5677,91.7194
2023-06-23,105.002,99.3015,97.6751,69.4364,77.058,90.8768,117.837,130.815,104.169,88.1653,88.6811,93.7244,90.6337,90.3653,97.8167,84.7056,87.3818,91.9078
2023-06-30,105.392,99.1953,97.2539,68.773,75.7323,91.0503,117.565,132.146,103.919,87.3304,88.3302,93.6467,90.2622,89.7609,97.5813,83.9399,87.5301,92.7565
2023-07-07,105.468,99.5804,96.5008,69.4369,74.7571,91.2498,117.34,130.6,100.255,87.7258,87.8016,92.8838,89.7636,90.1527,97.9594,84.9153,87.4725,92.2961
2023-07-14,103.199,102.621,98.3574,71.7372,76.6814,90.3935,121.813,133.747,107.276,88.8969,88.937,93.5548,90.9523,91.5934,100.294,87.4487,90.2276,94.2051
2023-07-21,103.848,101.801,98.0589,70.1335,76.6566,89.8446,120.803,133.208,105.19,88.4224,88.6861,93.7864,89.97,92.1468,99.6629,86.3877,89.522,93.7459
2023-07-28,103.852,100.641,97.4846,71.4169,77.5478,88.4899,120.342,135.279,103.248,88.5653,88.0588,93.5708,89.5729,92.1287,99.5243,86.7151,89.6522,93.7222
2023-08-04,105.277,100.229,96.4639,69.6577,74.7893,86.3242,119.446,130.008,100.999,88.1255,87.6901,92.8712,88.5634,91.1007,98.6711,84.5362,89.632,92.2368
2023-08-11,105.262,100.722,95.9044,68.7968,75.1799,86.9356,120.088,133.006,104.102,87.3509,87.2899,92.9595,88.2535,90.345,98.2097,83.5394,88.9965,90.9636
2023-08-18,106.12,99.5713,95.234,68.3642,73.9157,84.8371,118.075,132.51,102.91,86.6134,86.8765,92.6748,87.941,89.5228,97.6736,82.6992,87.8245,91.1802
2023-08-25,105.849,99.0612,95.0131,68.1582,75.3732,87.2016,117.91,134.967,103.123,86.7577,86.9744,93.2523,88.2338,90.2075,97.8796,83.7891,87.953,90.7669
2023-09-01,105.839,99.4955,95.5711,68.3927,74.2649,86.4968,118.463,132.347,103.493,87.1097,87.424,93.2627,88.0869,90.41,98.2553,84.09,87.7908,91.0051
2023-09-08,107.126,98.2003,94.4048,67.4845,73.9404,83.4756,113.206,129.772,101.599,85.9267,86.7356,93.0057,87.5293,89.0102,97.2818,83.0599,87.2263,90.7836
2023-09-15,106.574,97.8323,95.4285,67.2329,75.5777,83.003,112.612,132.542,102.074,86.7338,86.6763,92.9426,87.9418,88.212,97.3472,83.3137,87.0654,90.5107
2023-09-22,106.798,97.6709,95.8753,67.0871,74.5773,83.0601,113.399,132.099,101.306,86.3738,86.6004,93.1935,87.2058,87.7479,97.2049,83.0192,86.9721,90.7075
