date,USD,JPY,CAD,EUR,BRL,CLP,PLN,HUF,MXN,CNH,INR,IDR,MYR,PHP,SGD,KRW,THB,TWD
2025-09-12,-13.48,-22.04,9.66,-6.85,9.55,48.23,-5.3,-4.85,12.38,-23.15,-40.53,0.95,-7.63,-8.36,-6.94,-25.96,-18.25,-13.5
2025-09-19,-13.45,-22.0,9.62,-6.78,9.13,48.06,-5.2,-4.79,12.4,-23.12,-40.73,1.39,-7.67,-8.36,-6.91,-25.92,-18.29,-13.55
2025-09-26,-13.4,-22.39,10.36,-6.92,9.18,49.06,-5.34,-4.89,12.58,-23.78,-41.73,0.98,-7.93,-8.39,-7.14,-26.39,-18.69,-13.8
2025-10-03,-12.98,-21.46,9.97,-6.59,8.78,51.66,-4.97,-4.74,12.26,-23.37,-41.12,1.71,-7.87,-7.84,-6.78,-25.38,-18.02,-13.35
2025-10-10,-13.23,-20.94,9.55,-6.47,8.5,51.1,-4.81,-4.7,12.37,-23.14,-40.97,2.19,-7.52,-7.45,-6.62,-24.92,-17.72,-13.11
2025-10-17,-13.22,-20.87,9.36,-6.44,8.81,51.92,-4.81,-4.7,12.42,-23.46,-41.68,2.16,-7.69,-7.22,-6.61,-24.9,-17.79,-13.12
2025-10-24,-12.92,-21.44,10.01,-6.68,9.08,53.16,-5.04,-4.86,12.3,-24.1,-42.22,1.69,-8.0,-7.46,-6.86,-25.6,-18.43,-13.5
2025-10-31,-12.63,-21.42,10.07,-6.57,9.42,52.62,-5.06,-4.74,11.99,-23.89,-41.5,1.3,-8.22,-7.65,-6.78,-25.5,-18.47,-13.44
2025-11-07,-12.49,-21.42,9.96,-6.51,8.55,51.67,-5.02,-4.71,11.88,-23.45,-41.48,1.49,-8.19,-7.62,-6.7,-25.36,-18.32,-13.38
2025-11-14,-12.18,-21.32,10.35,-6.5,8.62,52.47,-4.93,-4.71,11.77,-23.87,-41.91,1.32,-8.19,-7.62,-6.75,-25.47,-18.4,-13.43
2025-11-21,-12.29,-20.63,9.5,-6.3,8.31,52.68,-4.8,-4.54,11.83,-23.38,-41.53,1.58,-8.12,-7.37,-6.57,-24.85,-17.99,-13.09
2025-11-28,-12.48,-20.46,9.64,-6.26,9.36,55.11,-4.81,-4.51,12.04,-24.01,-42.08,1.5,-8.39,-7.2,-6.62,-24.8,-18.18,-13.1
2025-12-05,-12.08,-20.44,10.18,-6.24,8.91,56.49,-4.79,-4.5,11.9,-24.28,-42.28,1.74,-8.49,-7.2,-6.69,-24.86,-18.37,-13.17
2025-12-12,-13.12,-19.87,9.0,-6.14,8.68,57.62,-4.72,-4.48,12.5,-23.86,-42.0,1.65,-8.46,-6.89,-6.51,-24.27,-17.91,-12.82
2025-12-19,-13.33,-19.6,8.63,-6.11,8.47,60.12,-4.65,-4.54,12.7,-24.14,-42.03,1.59,-8.65,-6.6,-6.45,-24.05,-17.85,-12.68
2025-12-26,-13.02,-19.89,9.32,-6.15,8.95,62.04,-4.67,-4.59,12.57,-24.73,-42.63,2.04,-8.68,-6.65,-6.51,-24.45,-17.97,-12.82
2026-01-02,-13.7,-20.01,8.63,-6.22,9.06,64.23,-4.63,-4.67,12.94,-24.61,-42.18,2.26,-8.46,-6.53,-6.52,-24.62,-18.01,-12.84
2026-01-09,-13.95,-20.38,8.7,-6.27,10.17,67.89,-4.67,-4.73,13.21,-25.75,-43.14,2.14,-8.85,-6.64,-6.7,-25.25,-18.42,-13.12
2026-01-16,-13.92,-21.29,9.09,-6.72,9.96,68.49,-4.63,-5.16,13.39,-26.3,-44.24,2.6,-8.65,-6.8,-6.92,-26.31,-18.93,-13.56
2026-01-23,-12.55,-21.57,10.31,-6.96,9.93,68.66,-4.57,-5.38,13.01,-27.6,-46.16,2.48,-8.71,-6.68,-7.18,-26.81,-19.49,-13.86
2026-01-30,-12.05,-22.67,11.76,-7.15,9.57,66.86,-5.07,-5.47,12.45,-27.72,-46.14,3.19,-8.6,-7.34,-7.44,-27.82,-19.86,-14.51
2026-02-06,-12.69,-21.76,10.79,-6.81,9.28,66.54,-4.92,-5.23,12.74,-27.44,-46.06,2.34,-8.85,-7.12,-7.26,-26.94,-19.51,-14.14
2026-02-13,-12.69,-21.68,10.39,-6.65,9.37,66.45,-4.93,-5.12,12.66,-27.4,-45.9,1.86,-9.16,-7.12,-7.18,-26.83,-19.46,-14.08
2026-02-20,-12.7,-22.34,11.42,-6.86,9.62,66.67,-5.1,-5.22,12.87,-28.11,-47.0,1.26,-9.4,-7.44,-7.49,-27.58,-20.19,-14.49
2026-02-27,-12.65,-22.66,11.41,-6.95,10.24,69.29,-5.06,-5.32,12.98,-29.13,-48.02,1.3,-9.49,-7.36,-7.66,-28.15,-20.55,-14.71
2026-03-06,-11.89,-29.15,16.83,-9.07,12.05,65.37,-6.24,-7.02,12.9,-32.71,-51.83,1.58,-8.32,-9.47,-9.22,-34.32,-24.25,-18.09
2026-03-13,-11.76,-30.56,18.48,-9.42,13.71,64.15,-6.79,-7.1,13.05,-34.29,-53.47,1.0,-8.75,-10.37,-9.92,-35.93,-25.49,-19.0
2026-03-20,-11.85,-34.02,17.87,-10.42,13.66,59.16,-7.32,-7.8,12.68,-34.89,-53.97,0.93,-7.92,-11.81,-10.62,-38.86,-27.07,-20.58
2026-03-27,-11.92,-33.22,17.75,-10.04,13.57,60.69,-7.24,-7.5,12.53,-34.4,-53.26,0.97,-8.31,-11.69,-10.4,-38.13,-26.46,-20.14
2026-04-03,-12.01,-31.65,17.61,-9.41,13.12,62.09,-6.89,-7.19,12.69,-33.56,-51.71,0.85,-8.31,-11.35,-9.85,-36.64,-25.52,-19.22
2026-04-10,-12.31,-29.33,15.86,-8.62,12.5,65.14,-6.28,-6.65,12.84,-32.39,-50.46,1.15,-8.33,-10.22,-9.24,-34.45,-24.28,-18.06
2026-04-17,-12.33,-27.7,14.41,-8.24,12.45,68.36,-6.08,-6.35,12.54,-32.15,-49.82,0.44,-9.03,-9.7,-8.98,-33.22,-23.63,-17.32
2026-04-24,-12.22,-30.64,16.38,-9.18,13.3,67.13,-6.73,-7.01,12.29,-34.04,-51.69,0.11,-9.15,-10.94,-9.82,-36.08,-25.41,-18.92
2026-05-01,-11.73,-31.73,17.15,-9.36,13.84,65.16,-6.89,-7.08,12.17,-34.43,-51.71,-0.48,-9.4,-11.72,-10.0,-36.94,-25.72,-19.35
2026-05-08,-11.9,-30.7,16.28,-9.0,13.41,68.87,-6.6,-6.92,12.21,-34.07,-50.94,0.16,-9.34,-11.32,-9.64,-35.9,-25.02,-18.88
2026-05-15,-11.75,-32.51,17.67,-9.71,13.47,68.0,-7.0,-7.44,12.36,-35.18,-52.23,-0.27,-9.33,-12.06,-10.26,-37.74,-26.1,-19.88
2026-05-22,-11.98,-32.01,17.15,-9.49,13.1,68.64,-6.76,-7.19,12.25,-34.54,-51.65,0.46,-8.99,-11.7,-10.04,-37.08,-25.59,-19.55
2026-05-29,-11.92,-30.16,15.82,-8.89,11.76,68.88,-6.27,-6.85,12.16,-33.05,-50.16,1.56,-8.63,-10.75,-9.4,-35.08,-24.21,-18.47
2026-06-05,-12.11,-30.87,16.29,-8.99,10.2,68.13,-6.31,-7.0,12.31,-32.57,-49.81,2.5,-8.4,-10.9,-9.41,-35.44,-24.11,-18.69
2026-06-12,-12.36,-30.3,15.16,-8.64,9.86,69.32,-6.0,-6.75,12.23,-31.7,-48.39,2.74,-8.16,-10.76,-9.05,-34.55,-23.49,-18.18
2026-06-19,-12.34,-27.74,13.09,-8.05,9.73,69.54,-5.66,-6.26,11.98,-29.97,-45.92,1.95,-8.75,-10.07,-8.35,-32.11,-21.95,-16.67
2026-06-26,-12.52,-26.76,10.6,-7.6,9.07,68.19,-5.37,-5.91,11.76,-28.38,-43.49,1.59,-8.37,-10.0,-7.89,-30.8,-20.91,-15.8
2026-07-03,-12.56,-27.36,10.21,-7.78,9.0,68.41,-5.32,-6.14,11.76,-28.5,-43.66,1.87,-8.16,-10.23,-7.9,-31.18,-20.95,-16.01
2026-07-10,-12.7,-28.34,11.16,-8.22,10.66,68.93,-5.56,-6.4,11.9,-29.52,-44.77,2.11,-7.95,-10.61,-8.25,-32.23,-21.62,-16.64
2026-07-17,-12.45,-31.72,13.93,-9.28,11.38,68.17,-6.26,-7.19,11.89,-31.96,-47.65,1.69,-7.57,-11.84,-9.29,-35.63,-23.75,-18.57
2026-07-24,-12.27,-33.11,14.49,-9.94,12.57,68.1,-6.62,-7.7,11.96,-33.32,-49.59,1.87,-7.37,-12.21,-9.83,-37.15,-24.85,-19.51
