date,DXY,MXWO,VIX,MOVE,EMFXVOL,G7FXVOL,US_HY_OAS,OVX,DB_G10_CARRY,US_ISM_PMI
2023-12-01,103.268,3040.7,12.63,111.51,7.11,7.46,3.74,35.7,120.48,46.8
2023-12-08,104.01,3047.21,12.35,121.65,7.31,8.1,3.6,36.24,120.16,46.8
2023-12-15,102.55,3126.14,12.28,115.75,7.25,8.07,3.36,35.13,119.23,46.8
2023-12-22,101.698,3152.26,13.03,111.38,7.18,7.91,3.24,33.32,119.57,46.8
2023-12-29,101.333,3169.18,12.45,114.62,7.8,8.32,3.23,36.22,119.58,46.8
2024-01-05,102.412,3120.55,13.35,116.19,7.42,8.29,3.53,36.07,120.19,46.9
2024-01-12,102.404,3168.31,12.7,106.51,6.7,7.64,3.38,40.64,120.05,46.9
2024-01-19,103.288,3175.36,13.3,104.97,6.55,7.39,3.38,35.79,120.41,46.9
2024-01-26,103.433,3216.23,13.26,100.23,6.37,7.05,3.25,34.78,120.4,46.9
2024-02-02,103.922,3247.64,13.85,106.72,6.17,7.09,3.3,34.85,120.95,48.6
2024-02-09,104.111,3281.42,12.93,106.21,5.8,6.74,3.16,32.44,121.59,48.6
2024-02-16,104.275,3285.12,14.24,109.2,5.47,6.26,3.14,30.84,121.57,48.6
2024-02-23,103.936,3334.04,13.75,108.31,5.36,6.34,3.06,31.31,121.9,48.6
2024-03-01,103.861,3364.04,13.11,106.48,5.06,6.49,3.16,31.08,121.85,47.4
2024-03-08,102.712,3380.14,14.74,100.88,5.54,7.0,3.14,29.64,121.12,47.4
2024-03-15,103.432,3363.03,14.41,97.82,5.1,6.3,3.02,29.77,121.52,47.4
2024-03-22,104.43,3428.12,13.06,91.04,6.25,6.54,2.96,26.92,121.18,47.4
2024-03-29,104.487,3437.76,13.01,86.38,5.52,6.15,2.99,26.27,121.31,47.4
2024-04-05,104.298,3402.36,16.03,94.31,5.77,6.48,3.03,32.36,121.67,49.8
2024-04-12,106.038,3351.01,17.31,112.82,6.67,7.46,3.1,32.19,122.23,49.8
2024-04-19,106.154,3255.62,18.71,111.26,6.84,7.23,3.23,31.86,122.5,49.8
2024-04-26,105.938,3335.08,15.03,104.4,6.41,7.68,3.04,27.81,122.84,49.8
2024-05-03,105.03,3361.41,13.49,95.96,6.71,7.15,2.93,28.09,121.97,48.9
2024-05-10,105.301,3419.92,12.55,94.23,6.36,6.86,2.98,27.88,121.33,48.9
2024-05-17,104.445,3472.52,11.99,89.35,6.14,6.64,2.97,28.06,120.89,48.9
2024-05-24,104.724,3462.13,11.93,83.57,6.15,6.55,3.0,27.56,121.45,48.9
2024-05-31,104.671,3445.17,12.92,91.14,6.48,6.6,3.08,30.34,121.13,48.6
2024-06-07,104.885,3478.7,12.22,91.82,7.41,6.64,3.03,26.42,120.94,48.6
2024-06-14,105.55,3492.05,12.66,100.16,7.38,7.64,3.2,24.71,120.82,48.6
2024-06-21,105.796,3507.81,13.2,94.09,7.02,7.12,3.14,24.74,120.94,48.6
2024-06-28,105.866,3511.78,12.44,98.59,7.37,7.47,3.09,26.54,121.4,48.6
2024-07-05,104.875,3580.9,12.48,98.78,6.77,6.8,3.14,23.78,121.09,48.3
2024-07-12,104.093,3627.52,12.46,86.79,6.11,6.69,3.07,24.12,120.18,48.3
2024-07-19,104.396,3553.76,16.52,94.29,6.72,6.93,3.03,26.83,119.92,48.3
2024-07-26,104.316,3524.08,16.39,97.76,6.94,7.21,3.06,29.77,119.7,48.3
2024-08-02,103.208,3448.8,23.39,112.26,8.01,8.07,3.59,38.83,119.07,47.4
2024-08-09,103.135,3447.75,20.37,108.26,8.18,8.72,3.39,33.37,119.49,47.4
2024-08-16,102.463,3584.19,14.8,102.81,7.13,7.38,3.19,31.0,119.19,47.4
2024-08-23,100.718,3649.56,15.86,105.63,7.88,8.4,3.12,30.54,119.12,47.4
2024-08-30,101.698,3661.24,15.0,107.77,8.4,8.43,3.05,33.36,119.33,47.4
2024-09-06,101.177,3518.58,22.38,107.24,7.85,8.6,3.22,37.58,119.08,47.7
2024-09-13,101.114,3634.86,16.56,100.6,7.69,8.3,3.22,35.22,118.73,47.7
2024-09-20,100.723,3676.84,16.15,91.0,7.59,7.75,3.01,32.22,119.46,47.7
2024-09-27,100.381,3726.8,16.96,92.53,8.35,8.06,2.99,39.62,119.71,47.7
2024-10-04,102.52,3698.41,19.21,100.15,9.95,9.41,2.84,46.37,119.95,47.3
2024-10-11,102.89,3731.93,20.46,118.47,10.5,9.09,2.94,52.68,120.71,47.3
2024-10-18,103.493,3753.04,18.03,123.13,10.61,8.98,2.86,47.22,120.82,47.3
2024-10-25,104.257,3705.81,20.33,128.4,10.58,9.53,2.85,48.97,121.11,47.3
2024-11-01,104.282,3660.03,21.88,132.58,11.59,9.71,2.75,44.14,121.34,47.0
2024-11-08,104.997,3791.23,14.94,99.85,8.62,7.65,2.56,38.76,121.06,47.0
2024-11-15,106.687,3710.5,16.14,102.47,8.3,8.52,2.66,35.07,120.97,47.0
2024-11-22,107.554,3765.96,15.24,99.14,7.93,9.22,2.58,35.74,120.69,47.0
2024-11-29,105.737,3810.14,13.51,95.22,7.76,9.2,2.66,34.95,120.05,47.0
2024-12-06,106.055,3855.07,12.77,83.2,7.41,8.34,2.63,30.98,120.16,48.4
2024-12-13,107.003,3817.24,13.81,85.66,7.38,8.19,2.62,34.92,121.13,48.4
2024-12-20,107.621,3723.22,18.36,91.75,7.96,8.64,2.85,29.27,121.5,48.4
2024-12-27,107.998,3755.36,15.95,94.8,8.24,8.79,2.8,30.21,121.86,48.4
2025-01-03,108.952,3737.5,16.13,93.35,8.43,9.29,2.74,29.98,121.98,49.2
2025-01-10,109.65,3678.22,19.54,96.57,8.34,9.38,2.74,33.91,121.95,49.2
2025-01-17,109.347,3777.85,15.97,95.6,8.69,9.5,2.62,33.52,121.38,49.2
2025-01-24,107.443,3856.78,14.85,86.75,7.64,7.92,2.56,29.98,120.99,49.2
2025-01-31,108.37,3836.58,16.43,91.76,7.99,8.38,2.61,29.96,120.48,50.5
2025-02-07,108.04,3832.82,16.54,93.13,7.86,8.72,2.64,29.66,120.26,50.5
2025-02-14,106.71,3898.87,14.77,84.67,7.2,7.98,2.6,28.46,120.32,50.5
2025-02-21,106.612,3843.08,18.21,91.83,7.14,8.21,2.71,35.79,120.31,50.5
2025-02-28,107.614,3805.33,19.63,104.46,7.7,8.65,2.8,29.97,119.85,50.0
2025-03-07,103.838,3740.37,23.37,104.41,7.76,9.42,2.91,29.75,120.29,50.0
2025-03-14,103.718,3665.71,21.77,101.01,7.36,8.57,3.21,33.52,120.77,50.0
2025-03-21,104.088,3689.85,19.28,94.54,7.96,8.19,3.17,28.43,120.45,50.0
2025-03-28,104.044,3634.71,21.65,96.83,7.91,7.92,3.4,28.7,120.66,50.0
2025-04-04,103.023,3326.28,45.31,125.71,9.45,10.97,4.27,44.72,120.54,48.9
2025-04-11,100.102,3471.27,37.56,137.26,10.29,13.24,4.19,50.88,122.05,48.9
2025-04-18,99.23,3476.06,29.65,114.64,8.57,10.37,3.98,41.27,121.57,48.9
2025-04-25,99.471,3618.48,24.84,105.79,8.07,9.89,3.6,43.53,121.14,48.9
2025-05-02,100.03,3724.62,22.68,101.4,8.65,10.03,3.52,50.59,120.99,48.8
2025-05-09,100.339,3711.68,21.9,100.4,8.32,9.34,3.43,39.82,121.37,48.8
2025-05-16,101.092,3863.29,17.24,96.7,7.89,8.53,3.05,37.88,121.94,48.8
2025-05-23,99.112,3802.77,22.29,100.91,8.19,9.57,3.3,43.13,122.17,48.8
2025-05-30,99.329,3863.48,18.57,92.11,7.69,9.0,3.14,40.71,122.2,48.8
2025-06-06,99.19,3914.72,16.77,89.65,7.18,8.57,3.0,35.72,122.16,48.6
2025-06-13,98.184,3900.9,20.82,95.31,7.38,8.86,3.08,57.23,122.26,48.6
2025-06-20,98.707,3881.69,20.62,90.1,7.19,8.17,2.99,64.67,121.74,48.6
2025-06-27,97.401,4009.04,16.32,87.93,7.2,8.58,2.92,41.23,120.69,48.6
2025-07-04,97.18,4061.43,17.48,86.09,6.9,8.5,2.68,37.75,120.83,49.0
2025-07-11,97.853,4046.84,16.4,85.48,7.34,8.31,2.83,37.06,120.95,49.0
2025-07-18,98.482,4065.68,16.41,83.29,6.89,8.63,2.83,32.17,121.17,49.0
2025-07-25,97.645,4127.47,14.93,82.09,6.67,8.08,2.74,32.88,121.22,49.0
2025-08-01,99.141,4022.69,20.38,83.83,6.61,8.06,3.01,39.37,121.13,48.4
2025-08-08,98.18,4125.3,15.15,79.2,6.27,7.91,2.83,34.06,121.02,48.4
2025-08-15,97.852,4174.56,15.09,76.66,6.15,7.45,2.79,37.22,120.93,48.4
2025-08-22,97.716,4192.8,14.22,78.1,6.25,7.65,2.79,30.35,121.43,48.4
2025-08-29,97.771,4177.72,15.36,79.39,6.28,7.8,2.72,32.63,121.44,48.4
2025-09-05,97.768,4191.23,15.18,85.29,6.21,7.86,2.72,33.33,120.97,48.9
2025-09-12,97.55,4252.63,14.76,73.37,5.83,7.21,2.7,31.77,121.37,48.9
2025-09-19,97.644,4293.85,15.45,72.51,5.74,6.99,2.62,30.53,122.25,48.9
2025-09-26,98.152,4276.23,15.29,74.38,5.72,6.98,2.66,35.85,122.45,48.9
2025-10-03,97.723,4337.29,16.65,69.53,5.56,6.82,2.68,36.5,122.18,48.9
2025-10-10,98.978,4237.72,21.66,81.65,6.17,7.66,3.04,37.73,122.33,48.9
2025-10-17,98.433,4296.41,20.78,78.62,6.32,7.53,2.93,37.24,122.65,48.9
2025-10-24,98.952,4371.27,16.37,68.94,5.74,6.91,2.81,38.7,122.37,48.9
2025-10-31,99.804,4390.42,17.44,66.61,5.43,6.38,2.81,36.2,122.38,48.8
2025-11-07,99.603,4325.03,19.08,74.41,5.31,6.75,2.96,33.33,122.24,48.8
2025-11-14,99.299,4343.64,19.83,79.71,5.84,7.37,2.91,33.12,122.09,48.8
2025-11-21,100.18,4242.67,23.43,78.81,5.84,7.56,3.01,35.97,121.77,48.8
2025-11-28,99.459,4398.44,16.35,68.95,5.48,6.77,2.69,35.95,120.87,48.8
2025-12-05,98.992,4418.63,15.41,67.28,5.61,6.17,2.64,32.06,120.85,48.0
2025-12-12,98.399,4407.82,15.74,69.25,5.48,6.29,2.75,29.93,120.43,48.0
2025-12-19,98.599,4413.79,14.91,59.41,5.46,5.66,2.75,33.62,120.72,48.0
2025-12-26,98.022,4473.23,13.6,58.5,6.06,6.47,2.71,32.22,120.87,48.0
2026-01-02,98.424,4445.21,14.51,62.36,6.06,6.45,2.68,28.4,121.03,47.9
2026-01-09,99.133,4511.01,14.49,61.55,5.5,6.33,2.57,36.8,121.37,47.9
2026-01-16,99.393,4515.28,15.86,58.05,5.33,6.27,2.51,43.19,121.7,47.9
2026-01-23,97.599,4505.18,16.09,56.25,5.48,6.48,2.56,47.64,121.25,47.9
2026-01-30,96.991,4527.59,17.44,59.2,6.4,8.24,2.65,55.91,121.25,47.9
2026-02-06,97.633,4528.99,17.76,63.62,6.15,7.79,2.66,53.18,121.41,52.6
2026-02-13,96.915,4509.69,20.6,70.1,6.08,7.73,2.8,42.18,121.86,52.6
2026-02-20,97.796,4555.11,19.09,64.27,6.31,7.63,2.7,56.12,122.14,52.6
2026-02-27,97.608,4556.79,19.86,73.38,6.33,7.29,2.91,64.68,122.05,52.6
2026-03-06,98.986,4407.04,29.49,81.26,8.99,8.5,2.96,103.6,122.51,52.4
2026-03-13,100.362,4329.54,27.19,91.17,9.23,8.74,3.11,119.02,122.11,52.4
2026-03-20,99.647,4244.09,26.78,108.84,8.99,8.55,3.12,91.85,122.51,52.4
2026-03-27,100.151,4180.83,31.05,111.95,8.98,8.74,3.31,96.64,122.48,52.4
2026-04-03,100.028,4316.09,23.87,81.78,8.22,7.81,2.99,93.14,122.37,52.7
2026-04-10,98.65,4473.96,19.23,72.15,7.4,7.11,2.78,78.01,121.84,52.7
2026-04-17,98.098,4650.4,17.48,65.7,6.51,6.98,2.66,69.01,121.41,52.7
2026-04-24,98.533,4632.83,18.71,66.97,6.48,6.64,2.72,75.83,122.22,52.7
2026-05-01,98.156,4674.25,16.99,70.41,6.43,6.85,2.64,75.4,122.25,52.7
2026-05-08,97.9,4757.3,17.19,67.25,6.39,6.54,2.66,72.15,122.36,52.7
2026-05-15,99.284,4741.61,18.43,79.87,6.88,6.63,2.67,72.35,122.63,52.7
2026-05-22,99.239,4801.11,16.7,78.43,6.76,6.33,2.6,75.97,122.92,52.7
2026-05-29,98.942,4864.59,15.32,70.22,6.27,5.67,2.57,57.84,122.89,52.7
2026-06-05,100.069,4755.77,21.51,75.2,6.59,6.04,2.65,57.75,123.01,54.0
2026-06-12,99.747,4788.22,17.68,69.36,6.23,5.96,2.66,54.1,122.91,54.0
2026-06-19,100.849,4827.6,16.78,65.39,5.96,6.2,2.65,51.54,123.11,54.0
2026-06-26,101.357,4744.35,18.41,66.79,6.09,6.23,2.82,46.46,122.91,54.0
2026-07-03,100.857,4842.48,15.81,65.4,5.82,5.92,2.67,41.62,122.83,
2026-07-10,100.952,4867.82,15.03,69.55,5.88,5.86,2.63,44.67,122.75,
2026-07-17,100.765,4807.71,18.77,70.88,5.66,5.46,2.68,60.02,122.44,
2026-07-24,101.468,4788.9,18.58,76.82,5.9,5.81,2.8,68.0,122.37,
