,BRL,CLP,CNH,HUF,IDR,INR,KRW,MXN,PHP,PLN,SGD,THB
2000-01-31,,,,,,,,33688510000.0,,,,
2000-02-29,,,,,,,,33381640000.0,,,,
2000-03-31,,,,,,,,36434948000.0,,,,
2000-04-30,,,,10531881210.00794,,,,34748768000.0,15880690000.0,25501178000.0,,32166057425.23
2000-05-31,,,,10744454322.07463,,,,33623828000.0,15479210000.0,,,31904195281.7873
2000-06-30,,,,10510921781.89054,29502204522.8687,,,33062201000.0,15412900000.0,25986083000.0,,32142000398.9442
2000-07-31,,,,10268714710.64479,,,,34409543000.0,14847930000.0,,,31929611596.1955
2000-08-31,,14378700000.0,,10355540560.0,,,,32970498000.0,15468430000.0,,77353200000.0,32232390000.0
2000-09-30,,14157300000.0,,10559283150.0,,,,34184981000.0,14944480000.0,25415739000.0,77930000000.0,32249820000.0
2000-10-31,,14261500000.0,,10158813980.0,,,,35344766000.0,14455390000.0,26079306000.0,77650000000.0,32244740000.0
2000-11-30,,14220300000.0,,10796469840.0,,,,34762700000.0,14532710000.0,26543484000.0,77892300000.0,32316128157.7088
2000-12-31,33011400000.0,14741400000.0,,11229180950.0,,,,35585160000.0,15062820000.0,27463859000.0,80169600000.0,32661255103.6106
2001-01-31,35597800000.0,14544500000.0,,10771051650.0,,,,39492709000.0,14405220000.0,28107803000.0,80171800000.0,32794960000.0
2001-02-28,35413200000.0,14521700000.0,,11194056640.0,,,,39174416000.0,14194610000.0,28715764000.0,80179800000.0,33153876347.3589
2001-03-31,34407050000.0,14545100000.0,,10763470080.0,,,,40301548000.0,14709740000.0,27998267000.0,77522500000.0,32294705286.0187
2001-04-30,34652980000.0,14329100000.0,,11126598560.0,,,,40378274000.0,14481960000.0,27739342000.0,76777000000.0,32095957481.8931
2001-05-31,35458580000.0,14421900000.0,,11015774400.0,,,,40622616000.0,14483480000.0,27045423000.0,76045000000.0,32005231272.3426
2001-06-30,37318240000.0,14295300000.0,,11529408000.0,,,,40819140000.0,14596500000.0,27112981000.0,74484800000.0,31611507451.1346
2001-07-31,35551856740.2678,14473400000.0,,11850680450.0,,,,40882066000.0,14364120000.0,27844286000.0,73860800000.0,31879786625.4966
2001-08-31,36298996007.9008,14680700000.0,,12022713980.0,,,,41230994000.0,14275950000.0,28032420000.0,75981300000.0,32573189186.6367
2001-09-30,40054178124.2024,14400800000.0,,11980328550.0,,,,42862790000.0,14584770000.0,28300102000.0,75380000000.0,32635390000.0
2001-10-31,37492406625.7664,14279500000.0,,11747908920.0,,,,43424174000.0,14430210000.0,28899708000.0,75964900000.0,33073545065.8817
2001-11-30,37233728091.1923,14193100000.0,,11322171120.0,,,,43930990000.0,14831340000.0,26126682000.0,76590800000.0,33272818422.6291
2001-12-31,35866415034.9683,14225900000.0,,10747894150.0,,,,44813642000.0,15692240000.0,26565193000.0,75677000000.0,33048397557.5675
2002-01-31,36167368208.638,14075500000.0,,10155039120.0,,,,47287101000.0,16335960000.0,26344373000.0,75147800000.0,33802403725.1782
2002-02-28,35906161192.9604,13999100000.0,,9691888320.000004,,,,47120136000.0,16271510000.0,26446572000.0,74938300000.0,33972464692.719
2002-03-31,36720957150.7492,14012600000.0,,9633302520.000004,,,,46259447000.0,17351620000.0,27059570000.0,75814000000.0,33614500000.0
2002-04-30,33007629062.0952,15417500000.0,,10061305440.0,,,,45143792000.0,17138810000.0,27224671000.0,76414200000.0,34440315721.66
2002-05-31,32888831552.3569,15142500000.0,,9821618099.999996,,,,44975314000.0,17134470000.0,27524948000.0,78088400000.0,35270916023.4274
2002-06-30,41998595436.2409,15222800000.0,,10248913500.0,,,,45585949000.0,16953690000.0,28163785000.0,80313200000.0,36790611520.9211
2002-07-31,39059616735.9698,15098800000.0,,10079620560.0,,,,46114014000.0,16160270000.0,29301502000.0,80242100000.0,37785138725.8888
2002-08-31,37642628072.5067,14935312288.0,,10146181050.0,,,,46547729000.0,16181710000.0,29376185000.0,80816100000.0,38500435450.263
2002-09-30,38380948507.3639,14739639406.0,,10137460400.0,,,,46687237000.0,16063240000.0,29265402000.0,80631700000.0,37652016620.4073
2002-10-31,35854780109.5031,14910956315.0,,9770094720.0,,,,46144642000.0,15981540000.0,29246708000.0,81260400000.0,37152817210.544
2002-11-30,35592092344.9226,15177600000.0,,9729154890.000004,,,,46846030000.0,15790160000.0,29515349000.0,80178600000.0,37670173425.2419
2002-12-31,37823456428.7371,15351127643.0,,10403523480.0,,,,50673868000.0,16364760000.0,29794115000.0,82218700000.0,38923702913.5027
2003-01-31,38771769582.5449,16428759053.0,,15358611840.0,,,,51582527000.0,16605720000.0,30495397000.0,83662200000.0,39776016000.0
2003-02-28,38530115670.7927,16445750967.0,,14064148620.0,,,,52027901000.0,16323930000.0,31850922000.0,83524200000.0,38752715000.0
2003-03-31,42335212491.7242,16499230317.0,,13651870800.0,,,,53952503000.0,16157500000.0,31096610000.0,83571200000.0,37631711000.0
2003-04-30,41499614959.7344,15889700000.0,,12864096700.00011,,,,55104262000.0,16392340000.0,31051805000.0,83310700000.0,37952870000.0
2003-05-31,43373068799.9789,15861529733.0,,12871320720.0,,,,55763902000.0,16264060000.0,33525240000.0,85697100000.0,38866575000.0
2003-06-30,47956169022.7257,15490411870.0,,12399780510.0,,,,55265645000.0,16043570000.0,32083929000.0,86588500000.0,39327131000.0
2003-07-31,47645191254.4767,15417900000.0,,12218233720.0,,,,54202670000.0,16298950000.0,32030596000.0,87007800000.0,37548063900.0
2003-08-31,47793476891.8669,15331332163.0,,11659873890.0,,,,54008369460.1,16354100000.0,31699358000.0,87717100000.0,38330386600.0
2003-09-30,52675373083.1218,15654770191.0,,12804266280.0,,,,54860775553.662,16357470000.0,32897901000.0,91029000000.0,40264340000.0
2003-10-31,54092929049.6566,15649451199.0,,12571401180.0,,,,56234050650.4,17068560000.0,33778270000.0,92458100000.0,40316153000.0
2003-11-30,54426974372.9682,15777885328.0,,12640956360.0,,,,57314454118.14,17021950000.0,34123158000.0,93917100000.0,41255137000.0
2003-12-31,49296202238.1216,15851232112.0,,12809093400.0,,,,59028176108.15,17063060000.0,33974966000.0,96244100000.0,42147737000.0
2004-01-31,53261428513.9659,16025693963.0,,13326670080.0,,,,63019344987.4241,16281350000.0,36677276000.0,98438700000.0,42194112000.0
2004-02-29,52959752922.3953,16090465977.0,,13261182200.0,,,,63126797495.4,15931470000.0,37577609000.0,101033500000.0,42922757000.0
2004-03-31,51612257603.8743,15964630525.0,,12457111680.0,,,,61659157581.0,16534150000.0,36682474000.0,102558800000.0,43036283000.0
2004-04-30,50497599220.8632,15986349492.0,,12129789100.0,,,,60371533044.1194,16604100000.0,35547904000.0,98923200000.0,42659845000.0
2004-05-31,50539744509.409,16136780000.0,,13221900120.0,,,,60344731644.09,16745230000.0,36563647000.0,100896000000.0,42825156000.0
2004-06-30,49804818770.633,15853183965.0,,12822431050.0,,,,60476349483.0,16378050000.0,36300707000.0,101385700000.0,43306074000.0
2004-07-31,49665570690.4085,15850341453.0,,12948907620.0,,,,60343309194.42,16152300000.0,35889796000.0,100105700000.0,43451137000.0
2004-08-31,49594470588.0585,15780747001.0,,12830514510.0,,,,61097687576.3555,16200500000.0,36875361000.0,101103600000.0,43861343000.0
2004-09-30,49496192557.4966,15842735559.0,,13001281570.0,,,,62276081377.05,16140040000.0,36648076000.0,102534600000.0,44767567000.0
2004-10-31,49416059016.8017,15704057058.0,,14517887340.0,,,,60975508191.4,16117900000.0,35548429000.0,105606100000.0,46215645000.0
2004-11-30,50133300805.5527,16007387651.0,,15279810550.0,,,,63756103214.03,16071410000.0,37320827000.0,109876700000.0,48300355000.0
2004-12-31,52934843107.1559,16016021080.0,,15940111460.0,,,,64197565552.4777,16227910000.0,36783126000.0,112574900000.0,49831660000.0
2005-01-31,54022060713.0566,15594566445.0,,15019709100.0,,,199699000000.0,65076879186.5214,15745600000.0,40968342000.0,111726000000.0,48916899000.0
2005-02-28,59017386386.1986,15470014530.0,,17619083280.0,,,202162000000.0,64063824405.6363,16530400000.0,42535790000.0,113630200000.0,49696078000.0
2005-03-31,61959542748.8587,15379880117.0,,17313810920.0,,,205447000000.0,64110119011.0,16525610000.0,38220752000.0,112752000000.0,48681078000.0
2005-04-30,61591471029.316,16990129852.0,,17318455770.0,,,206376000000.0,62810501060.3407,16718760000.0,40773553000.0,116319700000.0,49237218737.0
2005-05-31,60709024323.2049,17376515442.0,,17418030740.0,,,206100000000.0,61932553575.5852,17281030000.0,40638031000.0,115715900000.0,48184564000.0
2005-06-30,59884713195.6885,16642511792.0,,17147302440.0,,,204986000000.0,65602409225.5562,17723130000.0,41237215000.0,114898300000.0,48357346000.0
2005-07-31,54687649650.6043,16213676482.0,,17767640250.0,,,205685000000.0,66487033594.18,17668790000.0,40801381000.0,115965400000.0,48414198000.0
2005-08-31,55075797366.2889,16272323306.0,,17975094780.0,,,206712000000.0,68227141653.29,17943650000.0,41338373000.0,116050000000.0,49382289000.0
2005-09-30,57007659752.7071,15650857725.0,,17544230640.0,,,206731000000.0,69980649987.01,18542310000.0,41054691000.0,115249900000.0,49795217000.0
2005-10-31,60244821379.4304,15021430207.0,,17373956380.0,,,207307000000.0,71202098605.44,18097870000.0,41679456000.0,115220100000.0,49802145000.0
2005-11-30,64276878771.365,16025237986.0,,16682910570.0,,,208230000000.0,72786326573.7,18058620000.0,41440576000.0,114580200000.0,50748890000.0
2005-12-31,53799285064.6476,16963379244.0,,18546390340.05822,,,210391000000.0,74110126219.18,18494360000.0,42571244000.0,116172600000.0,52065842000.0
2006-01-31,56923666917.497,15901977648.0,,20148719780.0,,,216933000000.0,76802151357.52,20401770000.0,43202087000.0,119745800000.0,53228616000.0
2006-02-28,57414864125.4464,16129800101.0,,19852387500.0,,,215950000000.0,75624706828.06,20481810000.0,45506804000.0,119740400000.0,54402985000.0
2006-03-31,59824476906.613,15971323922.0,,21579737440.0,,,217344000000.0,76023905378.0,20645340000.0,44269841000.0,121766000000.0,55265826000.0
2006-04-30,56551993301.6045,17467538153.0,,20995964640.0,,,222890000000.0,78455091279.7937,20852480000.0,45397784000.0,127397200000.0,57249895000.0
2006-05-31,63380823970.2959,18172910504.0,,21853724400.0,,,224689000000.0,81459922508.99,20949910000.0,48529273000.0,128398700000.0,57721026000.0
2006-06-30,62670464233.7659,17570051107.0,,21132184250.0,,,224357000000.0,84945447359.05,21123470000.0,46918279000.0,128315900000.0,58057416000.0
2006-07-31,66819338521.1875,17032578328.0,,20802805140.0,,,225716000000.0,83063631715.73,21274110000.0,48428481000.0,129481200000.0,58796325800.0
2006-08-31,71477766196.3743,16970807602.0,,20849205380.0,,,227025000000.0,83708041304.41,21540690000.0,48713012000.0,130278800000.0,59355646000.0
2006-09-30,73392930528.39,17546650065.0,,20930904600.0,,,228224000000.0,83453879421.78,21593360000.0,48694742000.0,128945500000.0,61592709000.0
2006-10-31,78170857075.2994,17489783070.0,,20804427360.0,,,229461000000.0,77578680323.84,22309580000.0,47175134000.0,131429000000.0,62302150000.0
2006-11-30,83113970659.6521,17164075931.0,,22015620000.0,,,234257000000.0,77069603010.9608,22649270000.0,49483180000.0,135341600000.0,64488360000.0
2006-12-31,85838864401.1278,19428938061.0,,21594585600.0,42586330000.0,,238956000000.0,76330008036.1695,22966720000.0,48484350000.0,136260900000.0,66984820000.0
2007-01-31,91086101226.0708,17340634318.0,,21045586560.0,43266330000.0,,240229000000.0,76842308859.9473,23694350000.0,51211875000.0,134573200000.0,66769416000.0
2007-02-28,101069725340.685,16171601632.0,,22674171410.0,45689980000.0,,242812000000.0,76668544082.63,24542170000.0,50984722000.0,137058600000.0,68200040000.0
2007-03-31,109531360238.109,15389696440.0,,22639135020.0,47221160000.0,,243915000000.0,75850538896.2547,24684410000.0,50784729000.0,137735700000.0,70862951000.0
2007-04-30,121830359925.157,17528733509.0,,23218429050.0,49309390000.0,,247260000000.0,77576133349.0816,25089600000.0,52077907000.0,140048300000.0,71069180000.0
2007-05-31,136418988934.394,16960914070.0,,22547093470.0,50112830000.0,,250741000000.0,78011179131.1144,25599290000.0,55166168000.0,140899600000.0,71142660000.0
2007-06-30,147101027283.029,17896498705.0,,22912988150.0,50924440000.0,,250702000000.0,77933822658.3143,26382950000.0,54441072000.0,144055900000.0,72999531000.0
2007-07-31,155909529574.575,18580578713.0,,22768149420.0,51879770000.0,,254839000000.0,78244241922.775,28019010000.0,56095912000.0,147021700000.0,73976789000.0
2007-08-31,161096509988.375,15761443983.0,,23097721750.0,51426420000.0,,255302000000.0,79490733468.88,30485130000.0,56213545000.0,147622000000.0,74439158000.0
2007-09-30,162962204107.494,16319747603.0,,23364297990.0,52875120000.0,,257294000000.0,82168053535.44,30902160000.0,58311469000.0,152449800000.0,80686674000.0
2007-10-31,167866674444.332,16422179022.0,,23921342600.0,54154210000.0,264692000000.0,260138000000.0,83740795432.56,32498080000.0,60128853000.0,158165100000.0,82427775000.0
2007-11-30,177059589847.552,16223979580.0,,24462224420.0,54897030000.0,273520000000.0,261928000000.0,85548193328.32,32719250000.0,68218243000.0,160710700000.0,84604711000.0
2007-12-31,180333608709.361,16910104674.0,,24121094550.0,56920130000.0,275316000000.0,262224000000.0,87211014000.0,33751050000.0,65745410000.0,162956800000.0,87455119000.0
2008-01-31,187507153377.812,16882180000.0,,24200181500.0,55998740000.0,293240000000.0,261871000000.0,90782274000.0,34809740000.0,68564447000.0,167648800000.0,92769258000.0
2008-02-29,192901820217.876,17197480000.0,,24440255470.0,57125100000.0,301235000000.0,262365000000.0,90352463924.7,36287800000.0,72505049000.0,171735300000.0,100539405000.0
2008-03-31,195231614869.52,17897476860.0,,26588510480.0,58987300000.0,309723000000.0,264246000000.0,91133526183.35,36624010000.0,76965609000.0,177462300000.0,109970338000.0
2008-04-30,195766858581.365,18263311300.0,,26184900000.0,58769990000.0,314155000000.0,260483000000.0,92798705000.0,36355570000.0,79084149000.0,175804900000.0,109762245000.0
2008-05-31,197906274051.829,19124614845.0,,26183707200.0,57464330000.0,314614000000.0,258199000000.0,93955318528.19,36233120000.0,78900496000.0,175802200000.0,108943580000.0
2008-06-30,200827063141.975,20250456933.0,,27255798360.0,59452600000.0,312088000000.0,258098000000.0,94045305063.76,36712280000.0,82544124000.0,176650200000.0,105676151000.0
2008-07-31,203561542051.015,21847157549.0,,26900250760.0,60563470000.0,306176000000.0,247523000000.0,95495105239.0631,36900990000.0,84961223000.0,174964200000.0,104752807000.0
2008-08-31,205116125039.079,22356193549.0,,25505990300.0,58356430000.0,295309000000.0,243200000000.0,97121091495.53,36742720000.0,81599356000.0,170100000000.0,101249685000.0
2008-09-30,206493898614.769,24204354238.93,,24900235730.0,57107970000.0,286336000000.0,239672000000.0,98863295806.4122,36697450000.0,74226127000.0,168802100000.0,102421583000.0
2008-10-31,197228878124.67,22959421824.09,,22712435230.0,50580170000.0,252883000000.0,212253000000.0,84969511176.9178,35951590000.0,63847032000.0,162173900000.0,103175925000.0
2008-11-30,194668292512.1,21920499996.2,,29113648850.0,50181620000.0,247686000000.0,200506000000.0,88718879765.3438,36828150000.0,63392014000.0,165677900000.0,106291429000.0
2008-12-31,193783380643.202,23162348837.79,,33456607170.0,51639310000.0,255968000000.0,201223000000.0,95301628480.87,37550820000.0,62180145000.0,174196300000.0,111008023000.0
2009-01-31,188101650174.361,23453569308.6819,,31500318240.0,50869560000.0,248611000000.0,201741000000.0,90403555655.327,39248210000.0,59251664000.0,167090200000.0,110722191000.0
2009-02-28,186880431358.485,22895922464.4638,,31489629120.0,50564330000.0,249278000000.0,201536000000.0,90175235037.5294,38924570000.0,61895749000.0,163549400000.0,113311049000.0
2009-03-31,190387841761.572,23382421429.0505,,37115479680.0,54840180000.0,251985000000.0,206340000000.0,85636358734.6672,39041280000.0,61251016000.0,166098800000.0,116216271000.0
2009-04-30,190545955819.507,23559606468.2571,,35687315250.0,56565900000.0,251702000000.0,212478000000.0,84194507453.479,39316260000.0,64088572000.0,170100700000.0,116827141000.0
2009-05-31,195263991269.47,24000605067.5526,,37587664660.0,57934100000.0,262306000000.0,226766000000.0,83173238909.9749,39589390000.0,67906463000.0,171755000000.0,121498216000.0
2009-06-30,201467414909.386,23447762283.9708,,38090847320.0,57576020000.0,265142000000.0,231735000000.0,81476217450.9218,39489540000.0,67118657000.0,173191200000.0,120810955000.0
2009-07-31,207363121752.917,23497808304.9873,,41579151100.0,57418460000.0,271641000000.0,237510000000.0,82214333075.7393,40169450000.0,71527751000.0,174128700000.0,123449148000.0
2009-08-31,215744041361.606,25052896582.6262,,43319373440.0,57943040000.0,277252000000.0,245459000000.0,84645206015.4248,41492500000.0,75817385000.0,176262500000.0,127345439000.0
2009-09-30,221628698969.561,26040307176.181,,44811680040.0,62287140000.0,281278000000.0,254247000000.0,87806480224.3818,42528880000.0,78164649000.0,182038600000.0,131755720000.0
2009-10-31,231122622816.083,25963464784.4552,,45009020000.0,64528450000.0,284391000000.0,264187000000.0,88656851775.0502,43173480000.0,83677528000.0,184337000000.0,135257119000.0
2009-11-30,236660232301.923,26114558986.2209,,46349560520.0,65844170000.0,288146000000.0,270892000000.0,90699871730.2697,44167540000.0,85100313000.0,188900200000.0,139828370000.0
2009-12-31,238519547434.595,25372540643.9087,,44192421840.0,66104860000.0,283470000000.0,269995000000.0,99892974562.1262,44242640000.0,79591326000.0,187809100000.0,138417580000.0
2010-01-31,240483527191.985,24945653220.5316,,45488798260.0,69562470000.0,280955000000.0,273694000000.0,98671379447.8456,45591720000.0,85086989000.0,189618600000.0,142403410000.0
2010-02-28,241082393418.962,24921654563.2827,,44651270800.0,69730600000.0,278357000000.0,270660000000.0,99973859183.2482,45764360000.0,85143728000.0,187834300000.0,141797430000.0
2010-03-31,243762348725.754,25631007631.78,,45629649960.0,71823210000.0,279057000000.0,272331000000.0,101606066690.116,45599540000.0,85232100000.0,197111500000.0,144094080000.0
2010-04-30,247291833022.818,25523271220.12,,45563530550.0,78582770000.0,279882958175.653,278873000000.0,103805899756.137,46943900000.0,88576762000.0,203436300000.0,147588090000.0
2010-05-31,249845955981.439,24860826344.55,,42898263760.0,74587290000.0,273794000000.0,270221000000.0,103861090146.29,47689630000.0,86493279000.0,198358600000.0,143518630000.0
2010-06-30,253113558007.083,25175470911.31,,43161524560.0,76321260000.0,275710000000.0,274219000000.0,105559871343.036,48704410000.0,85459260000.0,199959900000.0,146759230000.0
