date,LIVE  2*carry + 1*esi,+ 1*reer_lvl,+ 0.5*reer_lvl,+ 1*reer_mis,+ 0.5*reer_mis,+ 1*cds,+ 0.5*cds,+ 1*reer_lvl + 1*cds,+ 0.5 reer_lvl + 0.5 cds
2016-08-12,-0.0020862187538417047,-0.00036606981783764137,-0.002274185106987757,-0.0007246285054221195,-0.0018925091655295008,-0.0024220571391506355,-0.002098825979659585,-0.00046863224383577635,-0.002408711196011001
2016-08-19,0.001428778773835831,0.0011366347418684851,0.0010354577756583037,-0.00024939834041522196,0.0009201869338864508,0.0016552024458760433,0.0015287364652027912,0.001188759149525422,0.0011091514519492548
2016-08-26,0.001711306875096791,0.0032581107802548857,0.004576008085786229,0.002279166676836563,-0.00017445481434033984,0.001997211850593968,0.0018419475832344829,0.0034068668681401532,0.00277330980140377
2016-09-02,-0.005375230721887313,-0.0023613253015699826,-0.005629917389561202,-0.003272383259205486,-0.0026933693876755194,-0.005540072715593861,-0.005123124707837319,-0.0024662361090664682,-0.0060394405755511745
2016-09-09,0.0024187699014856776,0.0028132473556843366,0.002684531125852693,0.006665722768265309,0.004045151142879649,0.0038083698396175615,0.002622000446413428,0.003842943342409091,0.003955556750281853
2016-09-16,-0.005372135255082144,-0.002000570131569736,-0.005256729307082681,-0.008731348426757574,-0.005749994138925431,-0.008314990025439782,-0.007455478813612281,-0.0020713045549195066,-0.005591480216794755
2016-09-23,0.00408032402326512,0.0032415264173325524,0.004935205656759022,0.0023663829276985983,0.004038631695428749,0.004591419247376691,0.0039034502911388736,0.003350509663172871,0.005272905691833674
2016-09-30,0.00515429770564357,0.0037462038615170266,0.005787050727077209,0.008651219929045275,0.006517531643987161,-0.0035887342411793544,0.00036674154197421726,0.0033812939140383173,0.006281424774407728
2016-10-07,0.011934516476821961,0.013363732110565326,0.013295467488552622,0.01299270486127225,0.007691913482713264,0.011544839797186738,0.0108313042865224,0.012812771419781077,0.014484975212196544
2016-10-14,0.004000374557547026,0.005627244624298796,0.004461677363652863,0.007874724705178367,0.00565782269512437,0.005027959137138916,0.004718716340708715,0.004307214531732014,0.004835401778221009
2016-10-21,0.0008506358873139097,0.0027617191153369576,0.0009876410430686461,-0.004056331508193386,-0.0011612569530667033,-0.0001531406018786587,0.0017294373074073148,0.010218533065317456,0.0031015608133943785
2016-10-28,-0.006975841378408592,-0.0034726839693809946,-0.008078505270369084,-0.004942607497030364,-0.005909791531411342,-0.0069621844496395935,-0.006430762549622423,-0.007050740130348996,-0.0058261569155149484
2016-11-04,-0.004852967901698852,0.00882094630501029,-4.0005071841772874e-05,0.0025303892276607814,0.0020727400627145367,-0.001807752850655935,-0.00048301905600405996,0.003541563423673386,0.0017367192355895167
2016-11-11,0.006014750963565307,0.016553645976519454,0.01943553849982794,0.012558626514833684,0.006410922746498429,0.007028874816935569,0.006496017536326763,0.012612164191280544,0.014846613444132425
2016-11-18,-0.008221580093347345,-0.008091580981842723,-0.009144216175369781,-0.006436881619596191,-0.00843921953604465,-0.005617222092507047,-0.005197018511026311,-0.00847396558952495,-0.009718995325070746
2016-11-25,0.003997837387631837,0.0035171065681142972,0.004722939648965501,0.008082546312229247,0.005878079731530835,0.007295165706066965,0.005507321451697374,0.004800724934527003,0.00552273693352152
2016-12-02,0.01085846350106367,0.012007305343374757,0.01137161625190247,0.00591529340728733,0.00904396616397672,0.013468096951742144,0.011098701132961289,0.011685544316984969,0.013387908907095928
2016-12-09,0.011218722945106195,0.005999728081608747,0.006311519494065868,0.013819719767297468,0.011890627390552943,0.012160450950875847,0.011517052878665427,0.011756865589575673,0.01336768047974615
2016-12-16,0.006173729340810568,0.009957715275546782,0.006945895494321697,0.011867826090790201,0.00976474468946429,-0.0008602446010919825,0.005348959998986576,0.010687835095711664,0.007947984851484234
2016-12-23,-0.004665991068117222,0.002237161914465377,5.044871320506471e-05,-0.0013552364843254674,-0.003610741725980787,-0.00549351123022177,-0.005232054549186482,0.00011917406343421297,-0.005955849100864998
2016-12-30,0.008120418567583729,0.010502379530394604,0.011084317681252587,0.011725442864208948,0.007030500176765925,0.007083675434047979,0.006744061025222392,0.006775109762699502,0.009931274320775037
2017-01-06,-0.010219456947300079,-0.01625661873233854,-0.017133605122311185,-0.011211524366854048,-0.010576284613245335,-0.010720618663307875,-0.014687022186018231,-0.013532084960750293,-0.01884615306848823
2017-01-13,0.00016607390627266917,-0.0003361810407830341,-0.0004767713586687226,0.0015446471837721988,-0.0001247641194875196,0.0003240626085750272,0.0008577791352563895,3.7513454707861554e-06,0.0007601135516705356
2017-01-20,0.0005816071156156255,0.004614808080846446,0.0006126854938202703,-0.0012278983137919005,-0.00012059090719694919,-5.568559833605364e-05,0.0006318681721101718,0.004289734611594413,0.0006405142681625167
2017-01-27,-0.006986722243723469,-0.0010569311769267518,-0.0072849906145129725,-0.001981423402502024,-0.00837762114843357,0.0008799506580314608,-0.0075059491550375215,-0.004777996398191521,0.0008975166075741183
2017-02-03,0.004265724038850405,0.011188321361924719,0.0037214413226490553,0.004580795216339283,0.004187937475025691,0.0025753941124886694,0.005156518773475036,0.012024983733351806,0.01161516952536284
2017-02-10,-0.002026761146834149,9.114834319951333e-05,-0.002163894759091134,0.0003691727321061289,0.0001703904323327497,-0.0019182699282291153,-0.001736818009836319,0.00046630965344148927,0.0005198927770401601
2017-02-17,-0.008672297422248372,-0.007165996068408835,-0.006119855468827273,-0.004714609379294233,-0.005688240678696311,-0.006281652772622808,-0.005667125795624172,-0.005941623447570047,-0.01289017992114128
2017-02-24,0.0005485841812799282,0.009120584149992707,0.0037866834367107443,0.004851520694926715,0.0001627456044288199,0.004430652085179055,-0.0037017803071810506,0.00999830201856844,0.006471562560745805
2017-03-03,0.003747158477970579,-0.0007298097827377384,0.0028908294728569347,0.0014076223150989865,0.003625879404768126,0.0033837020172642917,0.00407790013249243,-0.0008004422446520149,-0.000823138807548087
2017-03-10,-0.010833448548259402,-0.017183859552897543,-0.011552541656020387,-0.010051193307858381,-0.00594678089118309,-0.008658710470885869,-0.012949073094230587,-0.01377320059616317,-0.008618274194082018
2017-03-17,-0.002603782604077334,-0.004977774055802875,-0.005260447995480691,-0.004161388871523232,-0.0025313354111312484,-0.004322337335252682,-0.0027972548372834022,-0.005252366309480617,-0.0059175337082603575
2017-03-24,0.0010080173050256726,0.0013982481348601987,0.002253328362955531,-0.00048496069543615305,0.0005202104453638773,0.0013847224354702748,0.00108254183462498,0.0015669904098637175,0.002534571986433379
2017-03-31,0.010691499190210028,0.007289434356232208,0.01187355922786094,0.011683948782328547,0.009725013086489683,0.015334593475525841,0.011503286443157963,0.010149139095030322,0.013374149052057914
2017-04-07,-0.00037109257526795757,0.0008678528534447295,-0.0003003995776089773,0.0005726490553495089,-0.00038556683598174265,-0.0010187438887216376,-0.0003991596268202153,0.0009740103086273048,0.001014400916659885
2017-04-14,-0.003934805350370478,-0.0030737552162580432,-0.003205314231902693,-0.002391824777986478,-0.0025554380411133993,-0.004820188504743837,-0.004263844940880532,-0.0034489444485579926,-0.0035960201782241187
2017-04-21,-0.00170049608602854,-0.005061418030589542,-0.005292226605854296,-0.0011980379034903122,-0.0008849521132507933,0.00014739260255687943,0.000136162152902092,-0.005668019664062174,-0.005935515504703548
2017-04-28,0.0008171375177449308,-0.0011654213793612677,0.0010358742843807778,-0.0017931608463920238,-0.001487353118780374,0.0025216313389062064,0.001739437834806164,-0.000197831530633975,-0.001363030866338491
2017-05-05,-0.003083891123356517,0.0020387268054516,-0.00499999666733873,-0.0005410674420766521,-0.00046129362190012427,-6.811650447753041e-05,0.0003922586802203644,-0.0009573675258394486,-0.000992211137264226
2017-05-12,0.0042562417248326444,-0.011120109811897415,-0.00027334026689314735,0.004124642610172378,0.0035286891305043666,-0.012387912367181847,-0.012024364386491116,-0.012670446592783737,-0.0009321404825964856
2017-05-19,0.005236597638737005,0.004061236083073341,0.003923264715593887,0.0059514947479483325,0.0050272818187368845,0.004662982228043981,0.004528249855706402,0.004580264775666301,0.004163965328825512
2017-05-26,0.0019283998263303183,0.00047694006824534646,0.0003729304064022945,0.0001817180869793687,-0.0002789145715793454,0.001667927280407399,0.0016513719188076465,0.0005377641389249548,0.00038965175652255367
2017-06-02,0.007063624466630822,0.006385813148006644,0.006953038882186979,0.010359078223869176,0.010800807592789636,0.009236121105249077,0.008301393557217167,0.006780167983830769,0.006184036455083022
2017-06-09,0.006193405636389562,0.006301281499641579,0.006855609806158252,0.010534501399179568,0.010074631810702043,0.006178795873118942,0.00629530316410646,0.006684885131338082,0.003918278223000187
2017-06-16,0.0001698806604744436,-0.00048728065083864197,-0.0011537790796273084,-0.000586360924058752,-0.0002000025341170898,0.00017797098034758027,0.00017320268015826533,0.0002444241296059627,-0.0004995385188251086
2017-06-23,-0.004155459830478074,-0.00030686875671757165,-0.00033102628004367504,0.001306433885795089,0.001468719323724474,-0.003442521143609435,-0.0022724853443782857,-0.0009258147336400111,-0.0012524369975672825
2017-06-30,0.0035529109249654123,0.0027069487460483696,0.00401639492565114,0.002589105599185026,0.00314003676855327,0.003082285870477034,0.004360274644229316,0.00300238315905526,0.004228743165134953
2017-07-07,-0.00012921705024020974,-0.0038437950774498227,-0.002079543036829753,0.0011322812220175547,-0.00371497102067703,-0.004516137222355461,-0.0042748889877930775,-0.005713379721067178,-0.0018842435622901566
2017-07-14,-0.015598501994961746,-0.01278778043186517,-0.013985447394245839,-0.019866271033907618,-0.01991280979766267,-0.01613014548662433,-0.015272908698185442,-0.01354775761191582,-0.013949053293859445
2017-07-21,-0.0011692971642856401,-0.0025176562038418913,2.6020591672306555e-05,-0.0023455158798567303,-0.001170516296288203,-0.0012435150818437878,-0.0011855448644710414,-0.0027128186597130234,-0.0013320178334606044
2017-07-28,0.006252283810954717,0.005779752862283847,0.006890682376866495,0.005695929040170823,0.006174339876088123,0.008782429832554957,0.006364584178800294,0.008947593164646193,0.007732957460951343
2017-08-04,-0.0007359693828427201,0.0016512903552604933,0.0018160146172670796,0.0017244008220258763,-0.0007458215313377918,-0.002291675860524069,-0.0007475827108062658,0.004067880656407409,0.004424546259160737
2017-08-11,-0.0006238592849163274,-0.000909923074490825,-0.0009983893274018187,-0.0016475138179914068,-0.0013941544093738917,-0.0005922571905871549,-0.0006335113408585195,-0.0008670035115703885,-0.00012932009569494458
2017-08-18,0.001227660701479211,0.00044342386251646057,0.00022265748918083635,0.0025772387993912463,0.0023362504793322915,0.0013426912021223397,0.001295895964496754,-0.0009276019419184526,-0.0012857086987622603
2017-08-25,0.0013576364735541067,0.0016707807267559492,0.0012063806921832289,0.0019182751220323641,-0.00018054049275440323,0.001055095153175701,0.001378082374591792,0.0011242152912081997,0.0012617974117523632
2017-09-01,-7.912889577282279e-05,-0.0033599889185110354,-0.0036952750297129244,0.0018041644002308721,-0.0005287176328317877,0.0022582586248134882,-8.033527880663203e-05,0.0009879599672848484,-0.0006836772849413449
2017-09-08,-0.0019758530681019413,0.0017061468158242545,-9.17207549631228e-05,-0.004877857330864767,-0.004766476794818571,-0.0030984863615108812,-0.0019985658588624216,0.004905476970245951,-9.611818697326295e-05
2017-09-15,-0.002413815393378335,0.00037190757915540087,0.00040920365457618554,0.004045733164057409,0.003945020159186921,-0.0028002733787310975,-0.002698798884080676,0.0005427276153628175,-0.0028020411669428505
2017-09-22,0.0028412877069525716,0.005530492972672012,0.0008310887267932292,-0.0029942419367951193,-0.0028767339794817915,-0.001056084070972414,0.0028988898368818143,0.00590220013104416,0.003569183795326633
2017-09-29,-0.006048471676860098,0.003519803157386194,0.003924114622200315,-0.008181337173615516,-0.002234269214094211,-0.002203791966612542,-0.006166755058560992,0.003756741420190067,-0.00249107411652958
2017-10-06,-0.008697811239180443,-0.012293021142138696,-0.01370118726341138,-0.018280062900371673,-0.011321705373928792,-0.015883972539196135,-0.01499584486995905,-0.01310315432959435,-0.01432944746542359
2017-10-13,-0.002749906442237893,-0.0014906662609704719,-0.0016570993863546245,0.004317411277318404,0.0037154131793175433,0.0010328511113485324,0.0009800194983857207,-0.001572876466656169,-0.0017278592159176815
2017-10-20,-0.004021697849883914,0.004389198702739132,0.00487247244005261,0.0032928552649913708,0.005739478140460665,0.002437964184152038,-0.0040450352742253575,0.006190524820667089,0.0021568181567728803
2017-10-27,0.005621541751674867,0.0061347947624718815,0.004825096903075738,0.004133182949250256,0.004808653380388789,0.002580222043481987,0.002956194258848993,0.0025301507026441864,0.0026388262582233454
2017-11-03,-0.010489416022745897,-0.007831822229901758,-0.010217220568395101,-0.000876893441999113,-0.003049561185451666,-0.004905053882647496,-0.007797443958565723,-0.0027781518237182706,-0.008084629688522416
2017-11-10,0.0008115504514360125,-0.0003202945465193223,-0.0003522053929642337,0.0047265295594767776,-0.0016032817634366462,0.0008442833648999833,0.0007924137977705842,-0.0019143945788377395,-0.00011559846213539839
2017-11-17,0.004829204449364793,0.0023778417985211293,0.004555772175274057,0.009883690994016913,0.00446057927207775,0.006835827558181017,0.0047172679643422396,0.002518175803681528,0.004609459596031294
2017-11-24,0.004856656931245583,0.004430730687857723,0.005805180276211829,0.004914505862121479,0.002615005876149962,0.002116003389927271,0.0019888480698061857,0.004295265117556253,0.004617983603176
2017-12-01,3.470881725582904e-05,0.0022495953402942876,0.00041543778264449316,-0.0013167575360983732,-0.002631184279099588,3.5914128366972077e-05,3.360192584915667e-05,0.00039102047568201115,0.0016538279648543057
2017-12-08,-0.006299878954397107,0.0001717650195496469,-0.0005075708043950517,-0.006033988208040715,-0.005376780031541652,-0.005639463660752627,-0.005204393685715136,0.00026397059740819034,0.00043468993244037647
2017-12-15,0.00225600891740234,0.005866640533924111,0.006677366358324157,0.0037013938046010653,-0.0004271836621678162,0.004771401933040623,0.0021662322652059025,0.005629842463284461,0.005293376952144696
2017-12-22,-0.006756731231375305,-0.008326411138679409,-0.005924594435111202,-0.006043872381646984,-0.006737225151132006,-0.006630065013671466,-0.006443071673613382,-0.009699692730518029,-0.004085087868231146
2017-12-29,-3.419204961250572e-05,0.0055704488191295485,-0.0011056086221967203,-0.0036811190028557773,-3.398084067223514e-05,-0.0001533034728429369,-3.2604950889127246e-05,0.0021696323857573916,0.0030883468907083964
2018-01-05,0.013233087968761399,0.005757466041204663,0.004537347835319026,0.006219554908321648,0.01302318224867957,0.022420085020467672,0.012433712039497063,0.0017477421725083085,0.011830092754823019
2018-01-12,-0.0006441363632248826,-0.00314157079471014,-0.0030058273973550638,0.01925764356135155,0.0065851353868776425,0.010796082339635886,-0.0006187734345820884,-0.0033141809774455315,-0.003051802172839985
2018-01-19,0.006250062525712641,-0.007602079163906626,0.005994115322922745,0.010701934577288647,0.004504969745229351,0.0057284767329424694,0.006008249389035506,-0.008016383192551112,0.006082030331989868
2018-01-26,0.005503634303543834,0.0036074970581256647,0.005284304371366392,0.008237664986616733,0.0068474451521077576,0.005058262651786274,0.0052900406197214835,0.0037924698552658912,0.005366128983883882
2018-02-02,0.0015906040641107282,0.005487278867018018,0.0015275883803829754,-0.0007805131158426068,-0.0009055912313161082,0.0014346459747396694,0.0015235095968154542,0.0058052546012346785,0.0015210264329328363
2018-02-09,-0.012118117897099311,-0.02983926957727576,-0.016587610040789767,-0.024021849863526297,-0.012152898115569117,-0.01666574293794646,-0.01163916830368852,-0.03167944299282926,-0.011973348688550836
2018-02-16,0.013141717848334846,0.016576481152698348,0.024181211871248748,0.0190871268341379,0.02420130613193956,0.0114470179986372,0.012658906783744834,0.016172642313747737,0.023902027570643948
2018-02-23,-0.005652555194442686,-0.0015275673173423586,-0.0035916941076805046,-0.007430532677610354,-0.00336658632209091,-0.005790251037331207,-0.0063387913275785995,-0.00033636764937619346,-0.004935570012357565
2018-03-02,-0.0009039812639883518,-0.0006465788224728311,-0.0007764594680514326,0.005393633243386971,0.004649785076269009,0.009645796667068841,0.014408610566704913,0.0018893768294833326,-0.0008539040356069381
2018-03-09,0.0036644692444338044,0.0026055016584085942,0.003135432797405706,-0.002443860721824354,0.003353936828377735,-0.0074770357454420275,0.0029677227373363945,0.00187335636213039,0.003441180002731934
2018-03-16,-0.009543063078136054,-0.004061091497829488,-0.004776974405068562,-0.003937877629072774,-0.001197093515430771,0.0016744053097148463,-0.0005132145949448436,-0.00296413602120176,-0.0051428897000608195
2018-03-23,0.015715058860949666,0.005970887698803644,0.009461992748658363,0.00790983515449412,0.009829172640267825,0.013515424257701896,0.014496146141363261,-0.001124259053416721,0.010197246747504562
2018-03-30,0.01250744382265554,0.008439480977745542,0.00868588419710575,0.0078060888233759404,0.009644610030400385,0.004948669135091269,0.008518931737392196,0.007597889971988798,0.009343106713671664
2018-04-06,-0.005655859687107497,-0.007335759161467869,-0.0017254707223120997,-0.004185603910014716,-0.005202873269726131,-0.005351167638816795,-0.0052587546327055226,-0.0036977937601308506,-0.005501414055071346
2018-04-13,-0.00837283857044408,-0.006498022870387623,-0.007085895997029417,-0.006762678579032262,-0.007771543102116961,-0.004425593243649036,-0.004844062130806511,-0.006065480669273451,-0.008446384690274124
2018-04-20,0.01772489393614485,0.0197386761343779,0.01922410271700284,0.011769268623312621,0.015686954282705154,0.01968458867870095,0.01992546601955537,0.015250627859053536,0.020556805467954523
2018-04-27,0.0072934245846640045,0.007829497160804631,0.006683330736417156,0.004204693312858065,0.008972647427551004,0.007179373148052685,0.011430233084388581,0.0060381809488673915,0.007353876929951371
2018-05-04,-0.015495545802123315,-0.009726462974252689,-0.013124316178585794,-0.011939568037276136,-0.01453973706883645,-0.00553281005839268,-0.005946922491966027,-0.008074551166768591,-0.0109047023983933
2018-05-11,0.018593269354150718,0.008177375606532401,0.017031607052539383,0.009985681957159421,0.02259105876143119,0.026769246183041058,0.0205378586221218,0.018942040939364208,0.022760376477046436
2018-05-18,0.0017287477842519194,0.005240511716960133,0.001628792604280621,-0.0021435662294927074,0.0003099502039381144,3.792011531242091e-05,0.0020484319820977138,0.001181766984438194,0.0020276161693126692
2018-05-25,0.008168605533111401,0.007256393677049519,0.007327175337202996,0.010346680053438835,0.011896632133149001,0.008750509263738665,0.009919798091978174,0.017015928604395127,0.018159261687832863
2018-06-01,-0.002396419304645691,-0.00820497349729128,-0.009438420665195192,-0.006828955731770284,-0.006495316435414519,-0.0035649463164682507,-0.0040252860198272625,-0.008940298192033968,-0.01013680100148947
2018-06-08,0.024520290486490272,0.015381393016042749,0.01760927510501363,0.018502992860786455,0.020126989902654834,0.015205726355154622,0.017179455299902613,0.010550310265750986,0.01185790031217878
2018-06-15,0.01756623565344077,0.019518665031393944,0.02212895037019881,0.017549557729408544,0.01410620094878214,0.016291287744738116,0.01822930727832009,0.018464831867481706,0.020590562494350827
2018-06-22,-0.002384164343851302,-0.00528757893776486,-0.006497277414199817,0.00032291975766307173,-0.005167377950568896,-0.0033190110599486218,-0.0024309415598510677,-0.0020563462811758093,-0.002271236152688105
2018-06-29,-0.01644869791662464,-0.014875500991467616,-0.013929923770036868,-0.0045799523879691455,-0.00690296064570614,-0.007560363044838209,-0.010390805761456727,-0.009372529064586882,-0.009519346912912374
2018-07-06,0.011178192259560646,0.007959422625669054,0.00859999174065536,0.008207656873604401,0.00910337137443727,0.007568331303149073,0.00828916381208636,0.009987607490693542,0.005169691990230281
2018-07-13,0.012956271332898232,0.010604453112236916,0.015728479986153628,0.014278161227508353,0.012339773987199137,0.018677423734922875,0.011897905713668848,0.009958970300019536,0.014339294262648117
2018-07-20,0.0013513170494265812,0.00885969595010351,0.004033674735001291,0.005445413643643821,0.0050275468553985314,0.004616970131539976,0.009499857237583157,0.009390831407627242,0.004852079151988062
2018-07-27,-0.0011464760390198852,0.00027150990289837176,-0.001237856040519478,-0.003380389009552057,-0.0008909947013640155,-0.0012509806433227569,-0.0014112755441725417,-0.0011138745831212416,-0.0013141381249639633
2018-08-03,-0.0006017393815266699,-0.001666520869915565,-0.00404802781292299,0.002029596398402656,0.0017825697127337521,-0.0038106085055100675,-0.003638938106561989,-0.00039435626731206675,-0.0040049975648660235
2018-08-10,-0.00693494663458911,-0.006570778740807764,-0.007999805685707176,-0.003609490318203052,-0.0071327978995898685,-0.007796108650493857,-0.0073440781061466995,-0.0070000198564694,-0.008493994008236179
2018-08-17,-0.002359707086297165,-0.008547156216204735,-0.00564315893876247,-0.0022940926790178924,-0.0026067132169066624,-0.0022094312179248474,-0.002491398488681362,-0.005474265816840369,-0.0059708688217628685
2018-08-24,-0.008474985901712322,-0.0064392308644319355,-0.007177116841294674,-0.007652996656760817,-0.008687348607339464,-0.0064476503005420766,-0.008938325142005234,-0.006968060586155528,-0.007588315620197738
2018-08-31,-0.004832345545788126,0.000612128053468408,-0.00205840486177812,-0.0027603894492824995,-0.003120092556516197,-0.008814256047579967,-0.009847655680111303,-0.001999066850243359,-0.003710634761226317
2018-09-07,3.942043405397903e-05,-0.005205509417206765,-0.0013641312872534213,-0.0007446686746864301,-0.0008414531096821142,0.003551617421738112,0.0007408449586747859,-0.0011113070430749299,-0.0012039099493256781
2018-09-14,-0.01931440370118824,-0.008925237712742617,-0.01805586696122276,-0.017564478184920223,-0.019870829237490447,-0.021047638957763744,-0.021776002793953402,-0.018860493893867906,-0.020394412907436495
2018-09-21,-0.0068074031958770586,0.00040504190139731906,-0.003025898290714282,-0.0072746267156956115,-0.006112632604482617,-0.0015297168234324305,-0.0005040875326834073,-0.002608811046272162,-0.0027898371978993934
2018-09-28,0.011494512005887024,0.014437995818221527,0.01210995110993836,0.009394012972520693,0.01326143434965046,0.010935165099542444,0.011645378868073514,0.008400518414649383,0.01161538929633622
2018-10-05,-0.001822161377915026,-0.0011731436149527313,-0.0017083641661013416,0.00011835913984572542,-0.0003775333973671011,-0.0003284950541156644,-0.001864994260415179,0.0003906756777705367,-0.0012899972091007911
2018-10-12,0.004057087496980348,0.0036256253987968635,0.003855654748753244,0.0036463089095439,0.0041457810897109785,0.004303240992010762,0.004234224945332261,0.004550644923896229,0.004006793089838664
2018-10-19,0.02330638502083086,0.02154790245241384,0.02214681278420465,0.020864605251962855,0.02372395347366131,0.016955018160966406,0.025143418593436592,0.022277989553042377,0.023819844941083485
2018-10-26,0.0017002427978496108,0.00153716787757534,0.0016279166785991312,0.0007892383371803857,0.005361507264367108,0.0014493456718347837,0.0017579690560173484,0.005623386648471061,0.00167373262995902
2018-11-02,-0.0005893893046858984,-0.0005333852826252143,-0.0005641857564246716,0.008438512813336827,0.0030157117943395693,5.812027419804465e-05,-0.0006087390037669784,0.0015867877999154068,-0.0005795660782557815
2018-11-09,0.006007101325334965,0.005419414757093084,0.005755538650667794,0.008090798187461574,0.006059704696455452,0.0029283583274581624,0.006185676866074532,0.005552005176103832,0.005889185422108762
2018-11-16,0.014967836553613664,0.012623862526819891,0.01424693609919312,0.01460258415690689,0.015836739627741653,0.012974061565400916,0.015389663112616062,0.012569475452452008,0.014583498087253845
2018-11-23,0.002509149124157927,3.6228382491645344e-05,-0.000848782703055874,-0.0008309150530291701,0.0010523042690704463,-0.0008389886583112686,0.0031580242980770263,-0.0008253159117161868,-0.0008686019065725892
2018-11-30,-0.010833172326256232,-0.010516355641860266,-0.006148500558270701,-0.004302191083634611,-0.0045666780650283,-0.010791394531246203,-0.011166528316557383,-0.011987809348272115,-0.006286007745502578
2018-12-07,0.0005433651017362225,-0.00361066382288767,-0.0026263440985655963,-0.0012750430558866176,-0.00016547916615810868,-0.002597801093290193,-0.0002863830306492996,-0.004177927224184396,-0.003574905704152506
2018-12-14,-0.002268677742723798,-0.004341242068252744,-0.0007746878724166273,-0.003956122357829409,-0.004202864059478316,-0.0008548953876705193,0.001180369342073178,-0.0007335804466249006,-0.000788912308504023
2018-12-21,0.004033974380794493,0.0038901115100588276,0.00393552150598281,0.005029494242730775,0.006251037409799463,0.003954199001871274,0.004791203690051719,0.003973455770728923,0.0040030111144310305
2018-12-28,0.009144830074317965,0.00984445126894055,0.010592266641170089,0.006289020862994767,0.005055057384752121,0.009067140968839876,0.009522330843577441,0.010230646703455134,0.013586395736185468
2019-01-04,0.0021587542116463052,0.0030324634247714368,0.00019723725068789818,0.005974407092403393,0.006348401177794305,0.003904621945818592,0.0011690797385593722,0.002720941867105427,0.003268683102779637
2019-01-11,-0.007942383135356338,-0.00950823410688696,-0.00852255633924644,-0.007410970421396755,-0.009611511782688202,-0.006770989816454554,-0.007022160493749695,-0.00812460818196102,-0.007432212659196812
2019-01-18,0.002992418665151479,0.0010790008355130846,0.0008472484486120382,-0.0030587825050288997,0.0003643973115676397,0.0008781492194782066,0.0009067663886258515,0.0011060520618896073,0.000856660114592639
2019-01-25,-0.0005533958181791274,0.0018402626452065501,0.0032874441179423595,0.002059886842259074,0.0052053884702977764,0.003406905296486791,0.0035168223594899827,0.0018875264606810728,0.003323317471698823
2019-02-01,0.01007628198631676,0.011219548993632476,0.008530535692519336,0.013546465763412717,0.00903956648786334,0.004950137466325605,0.005110222022335001,0.011507630810685858,0.008624067766827653
2019-02-08,-0.006157154067734598,-0.0015561293589699595,-0.0028438567977028067,-0.0037706160279880425,-0.00468832633174265,-0.003970511658759995,-0.004100946070065507,-0.0019108566757611554,-0.0032129723241603922
2019-02-15,0.004160321657247321,0.0009453033625960881,0.002279796659623211,0.006243994319137787,0.004083946911144977,0.004290527385545427,0.00438126265027225,0.000972691216873581,0.002286023295434323
2019-02-22,-0.005435854927850242,-0.002114847375472471,-0.002310929232644956,0.004080916836158644,0.0010205821159010233,-0.005606017930205278,-0.005723730469831493,-0.0021711825863816323,-0.0023072695142954576
2019-03-01,0.005452195496935503,0.003950882012878507,0.005520447493783724,0.002476356820670721,0.005511803527808848,0.0056253267722869826,0.005740568246077444,0.001640191614055152,0.005516369892566483
2019-03-08,0.00446338152116395,0.0036841691683772745,0.004227795225848727,0.001929051414810069,0.004696257739948421,0.004320476085561385,0.004428123571963241,0.003780805362730382,0.004226831710977228
2019-03-15,0.00022665658263495463,-0.0020519739484443525,0.00022955652017064563,0.0020851500442192806,0.0018796063434136626,0.0006594467792879893,0.00024049544335763673,-0.0019239427463265686,0.0006401204193683923
2019-03-22,-0.0006503661982532036,0.0017653020262679505,-0.0006562072581681062,-0.002399393718919942,-0.0011232918371166412,-0.0010734795849786758,-0.002363686081462121,0.0018939157825757277,0.0004129556244313561
2019-03-29,0.012650582268095756,0.01036062748891274,0.012706425793745705,0.017262781656915867,0.015966919501339553,0.012140678828327272,0.01231524549077797,0.010185632256466058,0.01208561768265395
2019-04-05,0.009663161420197545,0.005776672270654128,0.006802892817961527,0.011553108099755217,0.013263328111576529,0.008406165566924846,0.010160109082272342,0.004296414800480195,0.0072327018855085756
2019-04-12,0.0017711492629394004,0.00019334416571699733,0.0019601985558377636,0.001793835842756658,0.001815927024201867,0.0027775592038872697,0.002807068151425756,0.002449686178463281,0.0017956129581178481
2019-04-19,0.0006438457587054701,0.003172719089328385,0.0022378969287491983,0.0016217135151102035,0.0045044309512525405,4.110234519928094e-05,0.0006756476301134093,0.002949483068960959,0.00225684629353283
2019-04-26,0.005304843880993426,0.004731080316372935,0.005644252641258966,0.0039047276516749503,0.0064064945816564595,0.00555537816187231,0.0055985185327439065,0.005626714643857631,0.005688220567784234
2019-05-03,-0.005137217762201834,-0.004777500413460678,-0.0051975238014724656,-0.01314939317500294,-0.004370026759840058,-0.005382373964459435,-0.005441642047315606,-0.005182914152912052,-0.005239457546237618
2019-05-10,0.010611748136279528,0.004698889514135452,0.008663567528432652,0.008208127966082314,0.010918704452594132,0.010948692694865344,0.01106711714084291,0.008573201901092252,0.008683174699642235
2019-05-17,0.006322776265910313,0.008761368626132122,0.009855506530586734,0.0088142758312174,0.010579634874905906,0.011590779671393282,0.010191973548870938,0.013899676851001696,0.009981687195574575
