date,LIVE  2*carry + 1*esi,+ 1*reer_lvl,+ 0.5*reer_lvl,+ 1*reer_mis,+ 0.5*reer_mis,+ 1*cds,+ 0.5*cds,+ 1*reer_lvl + 1*cds,+ 0.5 reer_lvl + 0.5 cds
2022-02-25,0.010820294715206144,0.005336729487215886,0.01159723171646183,0.009123455184707023,0.01245451149200449,-0.004218462890311022,-0.0031507418719754613,-0.0020989990145338358,-0.00020537819725504776
2022-03-04,0.004903132032468688,0.0036287555025366104,0.004413877163470923,0.011536204687906068,0.004816465719318652,0.005360795596786515,0.005562673884936246,0.00883681187098121,0.006779677940384828
2022-03-11,-0.001235434721686974,-0.0010668050789404383,-0.0012299238759313155,0.00466939519366343,-0.0012296845627427608,0.0014463385931398984,0.0014859260581427268,-0.0016937003550729836,-0.0013206785085964731
2022-03-18,0.02607943716856049,0.02251012091329963,0.021743449668911063,0.026909233134105086,0.02611392791724432,0.026996747214053186,0.027699614477295253,0.020720448567766676,0.02787837309098371
2022-03-25,0.0028291488010244526,0.004144884426774383,0.002557923904269673,0.002919616952879902,0.0027946176441445768,0.0009033949447926112,0.0029059146813523065,0.0021127467871260557,-0.0008665404614758184
2022-04-01,0.002975618424972903,0.007311874695486199,0.010189307569497454,0.014218764346410045,0.011312756105132172,0.004321810476436457,0.004444751274831254,0.011767454157656187,0.012548341799488234
2022-04-08,0.00031308321265986863,0.0019832649747427767,0.0023255329711890675,-0.0018108756512242685,0.0003400502225727467,0.0017151748865994465,0.0017716986134113926,0.007472863006556141,0.008030001744183096
2022-04-15,-0.007299439265449083,-0.00767475737404592,-0.008976471523530656,-0.009563982299892963,-0.009623273725611108,-0.007287071410615303,-0.007530966681828115,-0.00855888052210822,-0.009194811332968999
2022-04-22,0.0022673289699559453,-0.0010374363191858402,-0.00578560546240893,0.006403816049608468,0.0011299365659895302,0.002278329256487761,0.0023429520980033963,-0.005548750751649212,-0.005951575628733836
2022-04-29,0.005498561816138649,-0.0023885360690255775,0.0003076010605269402,0.0020376606468324805,0.0027910776128635163,0.0050008651875602566,0.005680890997943806,0.0003229256362429223,0.00031654700617619045
2022-05-06,0.010131335717352908,4.693398704362319e-05,0.0023244815789991483,0.002486649129996228,-0.002417129059207055,-0.009186837602561988,-0.013229512684912566,4.987323220264426e-05,0.0002759124664174339
2022-05-13,-0.005242532253469848,0.015559026293674092,0.0037811275082761343,-0.009383839111526762,-0.00026667286069452896,0.003288682800039441,-0.004303864205946008,0.010800255806930247,-0.005440587785058235
2022-05-20,-0.005592304713598946,0.0031872241761247604,-0.0018158772372666907,-0.008133107386510099,-0.0027188924337138236,0.005280081974771331,-0.003521412961453694,0.003680770932280971,-0.007927430837318825
2022-05-27,-0.008309917408083846,-0.0022500621950787866,-0.009445973123792903,-0.0020713488361145975,-0.006318773237769549,-0.00846220740199649,-0.008347388761765285,0.001401871938333282,-0.008154582876012017
2022-06-03,0.004104495038860138,-0.0018592457199343112,0.0014948206742157273,0.0003391254494665712,0.005226030168368225,0.004174843239393676,0.0041226708012408395,-0.0023976919486646555,0.005165839069137368
2022-06-10,-0.004006811425129918,-0.007915820604589603,-0.006954097890961144,0.005790628793331418,-0.0038338147632433063,-0.01453794926111803,-0.010356354616946957,-0.0051643529359044656,-0.0048616351190352725
2022-06-17,-0.0028153532538520653,-0.011203198213665704,-0.012259648951690742,-0.010382621378758288,-0.01358098877926774,-0.006965141860615938,-0.007045993693978829,-0.012463794371427129,-0.012044982862183423
2022-06-24,-0.0025246574610264566,-0.002887556145919059,-0.0031277016582406474,-0.0002717164350605907,-0.004997008059762182,-0.0028462150229553364,-0.002862534402511909,-0.0027874875683564842,-0.002832185697254099
2022-07-01,-0.005587337743083688,-0.003562515498326926,-0.004644701299858874,-0.006570470791992193,-0.0046908631155787965,-0.006118797134527588,-0.004781929342549344,-0.0038894779364206642,-0.004743947317845893
2022-07-08,-0.0005126717677628183,0.0026181733311965018,-0.0004877308469852189,0.0010458517984534533,-0.000493263523746055,-0.0004993449486782439,-0.0005016118023321443,0.0028750843710319716,-0.0005013258893619758
2022-07-15,0.004906775832700941,0.0037748229968751395,0.004670940369823336,0.003525619494444669,0.004721968438093984,0.004782350011261932,0.004804427872264017,0.004145426103997279,0.004802095410632282
2022-07-22,0.020351686086054244,0.025155400911151274,0.027342558439631532,0.014494112258138282,0.01958375639791715,0.01978039779569278,0.01994343339206131,0.0260949398137069,0.029405010431725956
2022-07-29,-0.008434955676818921,-0.006208792496072729,-0.006200339088089651,-0.009973616207344306,-0.0067377210253031505,-0.008187863844373632,-0.008236856558367433,-0.004573608516308212,-0.00622122205936789
2022-08-05,-0.0006670558070923001,0.0033864270974398904,0.001770102843101395,-0.0011285928912982068,-0.0004558417348450836,-0.0009906866697439805,-0.0006534550429030134,0.004194961219803411,0.00022908288578262588
2022-08-12,-0.0019344498316819965,-0.0025012933738014047,0.0014515370063927955,0.001015678431632724,-0.0004412535952896454,0.0004400609784983837,0.00044326824963143155,-0.0027138545240274195,0.0014530641061466388
2022-08-19,0.004053243931414303,0.010743224357627052,0.00833923431610395,0.004588210187821992,0.006204905920096319,0.003849322472838634,0.003878294171378381,0.011647895881217434,0.0083155837366738
2022-08-26,0.01403707160836719,0.009341138127294094,0.009393798859163563,0.005928954779637739,0.008267243119223763,0.011039822828205089,0.0137162135568827,0.012864594570329584,0.009334113781016949
2022-09-02,0.002936822983727242,0.006144325744252628,0.003500682988084323,0.0015271045875805992,0.002964159211291314,0.005355844388203102,0.003741232744118547,0.006021712760303374,0.0055328330026254416
2022-09-09,0.0040529242564305065,-0.00031654838086600827,0.003693483602300872,0.0028094157185940207,0.00393429033457557,0.0038119428152136926,0.00391959891425076,-0.0018582074365820992,0.0024324047345187067
2022-09-16,0.009339129408472212,-0.0034899901463687774,0.000735441122854119,-0.003948195193560722,-0.007384034612256899,0.009050412852093931,0.009035602470205715,-0.003734859460260061,0.0007240691911994679
2022-09-23,-0.004853237375023159,-0.014961598951567102,-0.017849920527968237,-0.01302073869583912,-0.009082940862319042,-0.018866078297371098,-0.008800367044337868,-0.020641205669990427,-0.01756795515453971
2022-09-30,-0.0005501659298867662,0.0029888843506504005,0.002549290872220189,-0.0039718547447637215,-0.0034496881246387587,0.0010036368419180993,0.0006020665310389322,0.003093707467244514,0.005287781997682953
2022-10-07,-0.003241394918024833,-0.0009397921662363864,0.001840475915490699,-0.001392604780150248,0.0011385663555644264,0.004478805408423084,-0.001307473990127853,0.004133784397835536,0.003910235233464115
2022-10-14,0.000742216105941325,0.009713397173663828,0.01032540489697536,0.0026148263968514074,0.0023558690875905503,0.005699636095792757,0.001940295648302246,0.008483858304146935,0.009025158540542765
2022-10-21,0.015275722633783167,0.008756394736963232,0.0056712341722990195,0.013734020668455865,0.015290858201680494,0.01647341676107295,0.024312437876754012,0.014227432468237341,0.006936919388131335
2022-10-28,0.00015068354713129427,0.011861586208034625,0.014988316424894933,-0.0052954043871640535,-2.1709336570647663e-05,0.002073739234697217,0.00013545472907613442,0.011860637135323742,0.015011930502975952
2022-11-04,-0.014158821254415185,-0.01979374864619419,-0.04330709270476192,-0.006440230888481327,-0.020637704732080032,-0.03351287368101999,-0.030437538689882054,-0.014182435027082422,-0.031020910501623686
2022-11-11,0.00371823477352369,-0.011104907467861093,-8.372858115429584e-05,0.0048237169897838135,0.0005633744386208248,0.0038040994325786687,0.002018216374772703,-0.008445210509252172,-0.0004544158927002706
2022-11-18,0.0016810683509747902,-0.002560948274597913,-0.00014866332576326217,-0.002823977485334399,0.0013308418219669582,0.003353931242944424,-0.0013175517944582328,-0.0018089408769829743,-0.0032075381588042786
2022-11-25,-0.006768619952702943,-0.0008420862278536833,-0.002878424691761655,-0.006734328601196945,-0.006472418153528886,-0.005475839932145014,-0.005706496068006757,-0.0015001570036267005,-0.0030385414167867896
2022-12-02,-0.011814043315657727,-0.008247246339241954,-0.007478870127263555,-0.007606222730718261,-0.00739260098176854,-0.006586632773769824,-0.014937074294976895,-0.008737421269642168,-0.005624553249813128
2022-12-09,0.015084782099143868,0.007836700477332276,0.013696503929821668,0.016959456763912407,0.014749557776931233,0.011398825126514236,0.011444431611458111,0.003087460602629705,0.011291406412721328
2022-12-16,0.01072670595613852,0.01761562197948031,0.007432029138435354,0.0055214114274300405,0.005424467751274202,0.00469014665727815,0.004705247125423022,0.01014320512020883,0.004206940936722006
2022-12-23,-0.002734618872431414,-0.0010177149321099713,-0.0020643980507348515,-0.0026990842832515446,-0.002646584427383391,0.0008303455632262031,0.0008329075775396754,-0.0008766786681860036,-0.0016434283604343438
2022-12-30,-0.005560767751814451,-0.006337706230640378,-0.004881228164375505,-0.005565062531287853,-0.005437113002140324,-0.004391194767791556,-0.002188609138741132,-0.007362733864903508,-0.00454030440337838
2023-01-06,-0.0006143052847436513,0.0012798146525319183,0.0011122833363487778,-0.0006145372949030791,-0.0006021099615260256,-0.00048809151803670095,-0.0004908426187756903,0.0014091550338143585,0.0012056772562452514
2023-01-13,0.005891210340840371,0.0028567387640123006,0.0018566063499730722,0.011835520909323436,0.005840901814785653,0.002852776617606958,0.002879330283052612,-0.00045362342553539366,0.002011734341173226
2023-01-20,-0.008155654476866397,-0.000976400113738921,-0.000893276608050082,-0.0023350136030323232,-0.003955272426330741,-0.003010997840802122,-0.00652208773488137,-0.0017122353518950703,-0.0011888636218320668
2023-01-27,0.0024241013922430324,-0.0010890127253100812,0.0012901339696945863,0.0013232537694075708,-0.0027401118616719082,-0.0038048707966611608,0.0019431646555841673,-7.170340758157625e-05,0.001864316564408424
2023-02-03,0.009279144859187571,0.0002819053775169195,0.006555984250071322,0.0006497169174325523,0.009093905408092058,0.005294283915315412,0.007451195950785458,0.0017835654066989683,0.0071395281487819555
2023-02-10,0.01273341356155047,0.0072887336532803755,0.009021561212204612,0.001462444083809873,0.01246934509539901,0.010305618791959029,0.010267873020132483,0.007276349166526809,0.009844918232400298
2023-02-17,-0.005046938087998971,0.005752108101596249,-0.0036180743130275355,0.0025705631776203474,-0.002639166714919963,0.0006981611474048603,-0.0021899249748597673,-0.0007577020377787583,-0.000674776070934498
2023-02-24,0.008468392176252358,0.00403773768001851,0.005237517243006105,0.002440472901048935,0.008308792313636753,0.0069110658635109104,0.006874454347304214,0.00488159691036448,0.004355081288362467
2023-03-03,-0.002444914901412855,0.0017663323926625212,0.0065309165105872785,-0.0068906864819168814,-0.004047890754355084,9.374629708446095e-05,-0.0036924176016123653,0.011351895170408374,0.010117682528224637
2023-03-10,-0.03110027471598535,-0.022811497170140665,-0.020035659284276763,-0.016513542531836838,-0.01514547173560421,-0.04293774121115682,-0.04249359990188648,-0.04793394850709402,-0.0246368608825799
2023-03-17,0.011442913353083185,0.010206021896537243,0.009345758457341126,0.0010574352336102629,0.010479238556699454,0.014500697681530632,0.010724818865777733,0.007074909416976069,0.010955885216687427
2023-03-24,0.028139336689978416,0.015863628368960977,0.019096017024764687,0.013317801269865788,0.01676701081074325,0.023498067524562127,0.020068669748951086,0.016417180513361815,0.02138113719111929
2023-03-31,0.002893854506090416,-0.0014656318951692913,0.0033771862777650756,0.0024203045239541013,0.005100494395438015,0.0023206590366504623,0.0026282511764419694,-0.000423517621858806,-0.0004588983016383379
2023-04-07,0.011677920976963392,0.007428560008587928,0.008744617580742069,0.006698882391097696,0.010275484054054474,0.006017868629772626,0.0077983294417989235,0.008322314912664188,0.01023598198547694
2023-04-14,0.00030478409076642855,-0.0010342893529663444,-0.0006170538840853776,-0.0023487353884606445,-0.00096782233520236,0.0014715411145484255,0.0006776845514129282,-0.0007704511375075271,-0.0006344539849556137
2023-04-21,0.010488271034012427,0.008017391599228626,0.010131691769759128,0.009873344462098472,0.013260821516528062,0.005459795562463297,0.0056487811694338076,0.006711974134341164,0.010420826957727138
2023-04-28,0.00541948475425149,0.004885804122681733,0.005589285569973005,0.003848827691595401,0.003624463595552553,0.0011093351706404039,0.0011466352065537388,0.0010097470516073086,0.0012780026813388047
2023-05-05,0.011956513434303772,0.003784927732793222,0.009957926724676361,-0.0021917149686307004,0.006101452792571905,0.008922450665940324,0.009225474377539487,0.0036171121289496917,0.010277508606752386
2023-05-12,-0.0024808132286852835,-0.006249139693347337,-0.005373228447219771,0.0010871393230436972,-0.004205607428407183,-0.0018687677578110773,-0.0019341169591667855,-0.006433887430332397,-0.005540831569319242
2023-05-19,0.0035955869204578293,0.0035024813351458876,0.0012950025285923608,0.004296279940571041,0.003970117614862064,0.003776541260268639,0.0028011252602799107,0.001270607644682663,0.0030765146855939083
2023-05-26,0.00866834611105939,0.0025304885678838415,0.002154483265692587,0.004043345643719691,0.009556840592361641,0.0064829728589768905,0.006728793093560853,0.002112505660703501,0.002235850232417477
2023-06-02,0.016811436732923988,0.011020170737058035,0.009437598878131292,0.011368178442837879,0.014159215789250865,0.012560665588145203,0.013024463892169186,0.009188832530703201,0.00978893810496741
2023-06-09,0.00412799100241802,0.002641559512510426,0.0022746185771516532,0.0028578108583420594,0.003351864613521038,0.0029896846320878637,0.003091733646782477,0.0022124302958598956,0.0023581743585015646
2023-06-16,0.015016396099446484,0.01313646907288971,0.011281827767289709,0.020555885289584595,0.016596310539849196,0.011972583790903803,0.012323728458963191,0.01094044663051882,0.01167958385240462
2023-06-23,0.0014157271310378894,0.001212628006715026,0.0010473669210613664,0.0024695033615936414,0.0015241186214662295,0.0010957264776860973,0.0011252313859116496,0.001011748864174032,0.0010839029507510253
2023-06-30,-0.011046717195924035,-0.012341341927062663,-0.010656526631700143,-0.020726438424684777,-0.015576687413142385,-0.008664261795853133,-0.008769052870974094,-0.010283207688007182,-0.011027935374271115
2023-07-07,0.008139656297498299,-0.002643735752665911,-0.001429193343661919,-0.001718241730653074,-0.0020339736678418817,0.0063711899295682,0.006536584471352076,0.000987178269754099,-0.0014758372552395088
2023-07-14,-0.001058775571815703,0.0011358428445411345,0.0005266738028471117,0.000537922052014466,0.0007489072849374992,-0.0008299391325913866,-0.00085080612490417,0.0009610710531464657,0.0006149787095083988
2023-07-21,-0.00028669741438734614,0.0009488964170559883,-0.0002537605547394922,-0.00036644242443398766,-0.00036099500864600776,-0.00022500324884858414,-0.00023070644457443056,-0.0011775811392813558,-0.0002620032901892706
2023-07-28,-0.008889870972796097,-0.006811086675743824,-0.005826915593176773,-0.009868379901458042,-0.008294672768441593,-0.006944790605042521,-0.007130056035511841,-0.0056723688779663104,-0.006048286875227189
2023-08-04,0.014560315157843706,0.0028170052506384137,0.003023053450083303,0.0007175086060361334,0.0017270546245162749,0.005982061801547854,0.011745436621468206,0.002155328003917537,0.0031363489052009916
2023-08-11,-0.00041268737284385124,0.0021989984126909307,-0.0032818448520297023,0.005175111403359968,0.003393018453514299,-0.002468821167911308,-0.0024899057625690653,-0.0017515668256016627,-0.003406189011923895
2023-08-18,0.00284166439025654,0.0029707510060956663,0.0018105189845051195,0.0033444854631320456,0.002155629030365549,0.0023490525128920703,0.0023017483593445426,0.002017027844115968,0.0018782216552810465
2023-08-25,-0.0048226850667076075,-0.0031462735509664675,-0.004937318976861504,-0.004928609285319598,-0.006385083388345345,-0.0038727055245007724,-0.0039060518799906704,-0.002563269937120834,-0.004654969967439936
2023-09-01,-0.006117052071812423,-0.0007704655228303876,-0.004698084067644724,-0.0028150611742075973,-0.008874119828835314,-0.0049170801805094415,-0.0049713859370971985,-0.004142998309119731,-0.0059055241137431
2023-09-08,0.006309373379193399,0.007831533230679517,0.00907538103771972,0.005466304614654188,0.009591483721873535,0.009187867593051437,0.005157432849425851,0.010055573965033744,0.008412344447757097
2023-09-15,-0.0015388691939922968,-0.005601889185214635,-0.00467912823165256,-0.0022534935270285615,-0.006398309329095704,-0.003084410835462203,-0.0017685227388382916,-0.004611435780820608,-0.003705098266640418
2023-09-22,0.0027252302815766742,-0.0020303795443637335,-0.002349802399064833,0.007179461652181232,0.0001523297454011016,0.0014495975142569866,0.0022306405366403943,-0.001675509908180255,-0.0030964488152903685
2023-09-29,-0.00877053757509422,-0.007837671930348645,-0.012202348607482984,0.005616170892684131,0.0011017422463432459,-0.0064277348363215745,-0.007185555052827075,-0.006153853435954992,-0.006319467512743835
2023-10-06,-0.001678969523725927,-0.0011576404286654592,0.0008852898004825125,-0.005180674412402566,-0.0007877675851166536,-3.666596288754848e-06,-3.6927660429529734e-06,-0.004126794535434102,-0.001953115523641336
2023-10-13,0.010304418186032773,0.01199426242385972,0.006414313161518846,0.014228338513885061,0.005101884932178496,0.0084500470633571,0.00851411211048457,0.008179691635603156,0.003771957225770581
2023-10-20,-0.00020743726794222755,0.0033657896321167063,0.00021197192496216337,-0.0035254814499156815,-0.00074736152505911,-0.0002903739563170115,-0.00017186403111697006,0.0005555341200481096,0.0005863091969045185
2023-10-27,0.003669602371168871,-0.0011175154025551916,0.0009642166639062594,-0.003484620829520426,0.004009914651932027,9.995820575376204e-05,0.00010170347738156972,-0.0009436645953602279,0.0010311627282275206
2023-11-03,0.0005818253390447082,-0.0024751703197665644,-0.0016201551792046434,0.0007823825792516383,-0.0007088963514436642,0.00047975263046354374,0.00048823981160167856,-0.0018877691943422798,-0.001033970999370605
2023-11-10,-0.002813831561518143,-0.004653314539214911,-0.003424877159144663,-0.014028882613443174,-0.007890195497444618,-0.0051302142757873636,-0.005159340132336533,-0.005644832545062318,-0.005629447249376805
2023-11-17,-0.0012798299425645747,-0.0014381834610331468,-0.0012774125667683598,-0.004180617633259799,-0.002616639418612837,-0.00044838437030706054,-0.0011104817140373058,-0.0006673783113177525,-0.0007509050957135901
2023-11-24,-0.00113399866223543,-7.195244459034846e-05,-6.37842972526402e-05,-9.53683453846602e-05,-8.284261452675483e-05,-0.00045493954980063516,-0.0009855375880319986,6.309569372594776e-05,7.11292805503021e-05
2023-12-01,-0.00031939442369679116,-0.0007395733663560436,-0.0006569313087313367,-0.0009619976214739682,-0.0008583264865769697,-0.0005800300126318259,-0.0002772509657723494,-0.0005934331559514004,-0.0006704659458914231
2023-12-08,-0.00020425842737599562,-0.0011314635118524743,-0.0002177963883422755,-0.0028535393773470143,-0.001846259335482695,-0.00017480993613519654,-0.00017870592324412991,-0.002038184655036236,-0.00022115005049439117
2023-12-15,-0.0017674732732256844,-0.008275355288751077,-0.001913356828207555,-0.006625801559106445,-0.005788876816079537,-0.001510151858209415,-0.00154471905569364,-0.005972660407292927,-0.001923995206477748
2023-12-22,-0.0033321231474667183,-0.006789326266215685,-0.004825646444273759,-0.00712167051757354,-0.006206852693732292,-0.002839941965862911,-0.002905336991495176,-0.005225534358182595,-0.004826454814817106
2023-12-29,0.004924912603503954,0.004914888779395389,0.004246772406177388,0.0069511636038214345,0.006842257891864455,0.0036512686860807665,0.004292635928141487,0.003803142029844474,0.004245296206845053
2024-01-05,0.00500248035693556,0.006192630962736033,0.005425997614966802,0.007373315256106969,0.004166120232678119,0.004256676852618424,0.004342326407882368,0.003047245626538627,0.003766249664295345
2024-01-12,0.005920722865222153,0.005761776510484627,0.006403453629061609,0.011494134034750279,0.008198728050149302,0.005036003592346053,0.0051360207323100015,0.004677604315677936,0.006405770213996777
2024-01-19,-0.0013113374773342946,-0.004467006925654797,-0.0020140424699610832,-0.003985246021095258,-0.0025748330763578748,-0.0028181994395284063,-0.0011372202545642347,-0.0011691910176818453,-0.0020144758731920876
2024-01-26,-0.0004164510910483308,-0.005057520726747143,0.0019922005707316793,0.0011637151452069676,0.0021702970235899922,0.00034781950795077955,0.0016854113928866695,0.0006451436271782906,0.0025803645537343873
2024-02-02,0.0037568869400814047,0.0042126278343528655,0.004020426765182933,0.007117423695420004,0.004175493108471235,0.0016656661954559833,0.0018742247544491593,0.0028585780801114622,0.0032480458911593175
2024-02-09,-6.464422307076763e-05,0.0005997351374490296,-0.0012614140634377771,0.0020932427627795053,0.0007178381167604293,0.0004907299639791053,0.0005030588239547253,0.0004699997809812464,0.00018938389221351463
2024-02-16,0.0016549205143332637,0.0014815932370205835,0.0026256779480793987,0.0011367999545426524,0.002788792160986942,0.001160645665906362,0.0011904546637028022,0.0011577632831193988,0.002267415138012731
2024-02-23,0.0009324359427293142,-0.0005304388345759453,-0.0007205637239940662,-0.00133600466740355,-0.0011663003633076252,0.0007834461645800479,0.0008047179467188061,-0.0002133572913298613,-0.00048827617154680795
2024-03-01,-0.0013522350860632616,-0.001914792668295853,-0.0015561682703398292,-0.0014263149312274124,-0.0017726498785612466,-0.0010789676342003326,-0.0011085056630353502,-0.0023427624871650236,-0.001988824302534512
2024-03-08,0.002974490481960994,0.005033907299355768,0.0032049619866685018,0.006470923338162393,0.004179945621416829,0.0034549777769502517,0.0035588900445227513,0.003963837521658634,0.0032198304753987667
2024-03-15,0.0026321930806520112,-0.00010965614973909063,-9.709746873640534e-05,-0.00013220709972345087,-0.00012117891966680979,-0.001367986636559086,0.00020645715926274072,-0.00487384737815642,-0.00010054644776987171
2024-03-22,0.0005637112912032443,-0.0005748102249564395,-0.0005053338112205155,-0.0006760226411681301,-0.000629699821329483,0.0007789160810848135,0.0008024942588127752,-0.001730616413147561,0.0008965068675699493
2024-03-29,0.00043893933939072105,0.005216154729492318,0.003595811286214911,0.0017971358535339614,0.002007662606179057,0.0034314760014762945,0.00043827123065776655,0.005054767896234643,0.003877003022951933
2024-04-05,-0.0033218151338469106,-0.004429225241186159,-0.0027494679778697676,-0.0034189836337544066,-0.0032611906270300518,-0.004983962915586838,-0.004902506020037302,-0.004284073664688785,-0.00459010110979857
2024-04-12,-0.006930971481499067,-0.002541604902490918,-0.007444187500669008,-0.009582528320386498,-0.008770939202920897,-0.006944567488712519,-0.00687422288518615,-0.0056145537082226415,-0.008091628145848183
2024-04-19,0.013710347701160724,0.005115084898977394,0.0147640655413781,0.010161047325237068,0.017305459988625878,0.008841222693794308,0.013612085742987935,0.010189316697000133,0.016017380535795687
2024-04-26,-0.006194986154467313,0.0031370470708791333,-0.006714195925905351,-0.005283859162657424,-0.007755372469554116,-0.004625270451354666,-0.007306690165419028,-0.004460229492723834,-0.007278316351896143
2024-05-03,0.003911106498858697,0.002074459481246777,0.0031518484242115783,-0.002868965197981689,0.003593745519068113,0.0029186639899584977,0.003820393575966387,0.003138311868440804,0.00557903947233268
2024-05-10,-0.0013449076503495327,-0.0043992787365169555,-0.0014917737871269067,-0.007133273695120685,-0.0010973948729357315,-0.00136786313768399,-0.0015748591735635612,0.001133176366251036,-0.0016003649119013992
2024-05-17,0.006513194301716824,0.009874726358659262,0.007304178154967082,0.010408786545017961,0.009927309500839683,0.006623175352875217,0.007997761089901245,0.010828456115318331,0.00785256520844935
2024-05-24,-0.00364459999024113,-0.004421479047460886,-0.004064386003664719,-0.004813265632472651,-0.005370394456087941,-0.003891441232174742,-0.003300437092419262,-0.0042191671377994145,-0.00437834466323134
2024-05-31,-0.011828250993076949,0.0012370796798170903,-0.01305585595245535,-0.013866474811592866,-0.014413698972901219,-0.011362780807317913,-0.010827524692274005,-0.010683353406091297,-0.014060016162101594
2024-06-07,0.00034743588830269626,0.004537054574847729,-0.000299194301567214,0.008082573628839013,-0.00032988560908930333,-0.006989280001864404,-0.006612779474032966,-0.0017914012048986447,-0.0008845231898864021
2024-06-14,0.0007249088224950576,-0.0020797906936762542,0.0013056975785123274,0.0006202339044930604,0.0014400416922514749,0.004270314128881842,0.004038362626049577,0.0020426246366891236,0.0014081659382220732
2024-06-21,0.004494754174954861,0.0034260834993216555,0.0023685500272376155,0.006448201071553563,0.0035930453556321856,0.0035523853100513482,0.004351117595642341,0.003090299586616057,0.00258481223396676
2024-06-28,-0.0020393868862365124,-0.004859625750855109,-0.0007651762327044157,-0.005846077755889921,-0.0019744289733806147,-0.003220186924985727,-0.0019739801257357744,-0.0023616529427330415,-0.0021486859922474556
2024-07-05,0.0036995719404360737,0.0025409310760407555,0.00315816011779315,0.0018582739729048542,0.0017827866411646495,0.00486921214006928,0.004529767839920325,-6.066718359189236e-05,0.0056803217341432465
2024-07-12,-0.003217798534268518,-0.006401753651417116,-0.0009425561713516024,-0.0042973821639764945,-0.004370719364577475,-0.0020269830208296848,-0.0018775675876135105,-0.005858003510038533,-0.0010352754294447976
2024-07-19,-0.005397217259724549,-0.00491345748466988,-0.005096944123028398,-0.0010341466184606498,-0.006533006801649411,-0.005610294784313168,-0.005196702391737355,-0.0034029618639768735,-0.0055991016558008646
2024-07-26,-0.03186465859076696,-0.027866160543175266,-0.028541891256342655,-0.011496923469913815,-0.0322813518617155,-0.026405994131083983,-0.027578210692367884,-0.017301974838733216,-0.03357737945535355
2024-08-02,0.0031499917458212745,0.007559614012970674,0.006959044212113224,0.008472726191363536,0.007633435167206265,0.005106603579821848,0.006958776529971412,0.008196964819032785,0.007315189695586563
2024-08-09,0.0015516666998060143,0.0011868587632143542,0.0005060910228286433,0.0013766398407044254,0.0005517824469820676,0.001619295504233086,0.0015438727662736413,0.0015037712121422236,0.0005316218786169149
2024-08-16,-0.01074260170188266,-0.007704597888146945,-0.008583397492510993,-0.013521602169721514,-0.009361251074670479,-0.010745209935994461,-0.010721065144205472,-0.010331249212072747,-0.008987607383673584
2024-08-23,-0.004186458644738039,-0.009816044074930556,-0.004337134749676112,0.011044137282918962,0.002186490079615825,-0.00845652932018094,-0.00672507788391629,-0.010129540987052665,-0.0045537363571187
2024-08-30,-0.0023865164275191286,-0.0013939770354689607,-0.0012041874608073495,-0.0063668389175982,-0.005083497037474493,-0.007644273676129044,-0.0011325071214798627,-0.004962444154655818,-0.0012626484582670915
2024-09-06,0.000706573995046516,0.001409882206987788,0.0012284109680740338,0.0020889550593428947,0.0013463312787077803,0.004147719318016483,0.0011888750919800736,0.00966693422256331,0.0012953870257266435
2024-09-13,0.0011065737019419252,0.0019468412195718465,0.001643777364291263,0.0015830421560562202,0.002352595130794668,0.0031722053324113385,0.001320092441532517,0.003926682539733392,0.004336719323496406
2024-09-20,-0.0019946591728408716,-0.0034810932285171243,-0.004168243001222053,-0.004946666570755961,-0.004283437858826368,0.0034586962385448456,-0.0044978535936389605,0.00299174822537317,0.002732860382883021
2024-09-27,0.007701605957801883,0.00699267596024143,0.008162305178103695,0.0057308570154569975,0.005533547424261368,-0.0036291807395530283,0.003570606838581185,-0.00409236622667032,-0.0037527833981007923
2024-10-04,-0.0011134006986288027,-0.0007130950251497261,-0.0012369510264913673,0.0008177127085579638,0.0007838336543190075,-0.011572968444215926,-0.007032130815261566,-0.01145716167517097,-0.0048324789429880395
2024-10-11,-0.00035901832237921264,0.0013517803995243115,-0.0003986594074016704,0.004237910693314934,-0.000400043800780971,-0.015327565223768623,-0.0010378030266099377,0.004285322715363936,-0.00039566987598310156
2024-10-18,0.0052168932673562944,0.0087588181661582,0.006243239249638082,0.0076120379138553,0.0055713398109188935,0.0073380238867208425,0.0032423283323481746,0.00845078387861279,0.006075460202950451
2024-10-25,0.0011820346600381068,-0.0016549075803490984,-0.0016214437794028792,0.0010852610038100375,0.0011861677650576183,0.0011688915233700075,0.001175792269452327,-0.0011383370345115795,0.001171949192733422
2024-11-01,0.0027325075349961593,0.003622917515098694,0.0031004888001270182,0.00024310665285621466,0.0033621300399179622,0.0027369462141402325,0.0026968426900680466,0.0034690498384276603,0.0025040204575206295
2024-11-08,0.00996279484015106,0.017971959903711462,0.016742293289112323,0.019933994145252123,0.016187502529459906,0.009972762112517717,0.009831044873393816,0.01674146872651847,0.012355338856627771
2024-11-15,0.0003680543832648461,0.005621941631435498,0.004962668708110184,0.00501444217186818,0.007058994221227661,0.00037082787048039215,0.00036713283799038915,0.004606418075804716,-0.004009469343635952
2024-11-22,-0.006334257581231667,-0.016532451868852657,-0.014615353155968564,-0.009864848181070088,-0.007872030493389314,-0.006159855157171224,-0.006317144639658028,-0.01572920924884378,-0.0019354007170505078
