date,BASE (top3/5),+stress gate,"+eligibility (CNH,SGD)",+elig +stress,top4/6 +elig +stress
2023-03-24,0.028139336689978433,0.0159644828298273,0.01786887245654723,0.010629049760755575,0.011187418364123234
2023-03-31,0.0028938545060904174,0.001790357399076468,0.0029761701757234724,0.0018336157136908178,0.0019233187228466263
2023-04-07,0.011677920976963395,0.014455277268325305,0.008370452565353398,0.010271563876793089,0.01080986539974842
2023-04-14,0.00030478409076642904,0.000371755463428255,0.003048936074124213,0.0037129220725794247,0.0038944752717922026
2023-04-21,0.010488271034012432,0.012751765908866059,0.0026154997653804217,0.0031820570297295832,0.0063605808191000805
2023-04-28,0.0054194847542514924,0.006519565181244654,0.0005780392192933104,0.0007000277434740354,0.001613736429569877
2023-05-05,0.011956513434303777,0.014339038938201107,0.0034796501923980458,0.004214198814456351,0.0026910694022774613
2023-05-12,-0.0024808132286852844,-0.0029327530760271197,-0.002398374235177237,-0.0028876416770015783,-0.0015653573771937201
2023-05-19,0.003595586920457831,0.004240037641218047,0.004248256012916189,0.005097905630472219,0.008258283966684463
2023-05-26,0.008668346111059391,0.01018816879179932,0.007473703465767829,0.00892360903552113,0.014102019149079659
2023-06-02,0.016811436732923995,0.01955668024845132,0.022089034864409992,0.02606267737361171,0.01688985129053654
2023-06-09,0.004127991002418022,0.0047174303138208164,0.005000444355952537,0.005718522245608881,0.005700512083696299
2023-06-16,0.015016396099446492,0.017148832296897638,0.019816513545204285,0.022661844239648468,0.02011451171888088
2023-06-23,0.0014157271310378896,0.001594995274286181,0.0017523281422454663,0.0019526693273555322,0.0034508071005115186
2023-06-30,-0.011046717195924038,-0.012432590788528881,-0.013684724345908093,-0.015222936036799133,-0.01697730416115858
2023-07-07,0.0081396562974983,0.009079946905569071,0.00994088156893609,0.010949311379661463,-0.0020368086416060445
2023-07-14,-0.0010587755718157032,-0.0011768515833622344,-0.0012840205878609848,-0.0014077782434502148,0.002251088959683244
2023-07-21,-0.00028669741438734625,-0.0003187704977146671,-0.00034794256408016627,-0.0003813530182846328,-0.0012322836325080278
2023-07-28,-0.008889870972796102,-0.009768322576220711,-0.010668074822502331,-0.011658001325350555,-0.007378806944280003
2023-08-04,0.014560315157843711,0.01586567963284471,0.016885905754760448,0.018261903816264514,0.011878617122397515
2023-08-11,-0.00041268737284385135,-0.0004460585424396619,-0.00015513277396628057,-0.0001660694372705746,0.0019085595350833945
2023-08-18,0.0028416643902565413,0.003071474696783703,0.001262555579784478,0.001351616378685917,-0.00011598180955869161
2023-08-25,-0.004822685066707608,-0.005212021237182555,-0.0018616615060718684,-0.001993463276888183,-0.00327474143415677
2023-09-01,-0.006117052071812425,-0.006574919486960632,-0.0030091843934191057,-0.003204901605399579,-0.0034033764046954404
2023-09-08,0.006309373379193401,0.006777069370567397,0.008636045711505622,0.009199274520578286,0.009706196907762258
2023-09-15,-0.001538869193992298,-0.001650977984105025,-0.002948029389679265,-0.0031331031747568114,-0.0037064692507159294
2023-09-22,0.002725230281576675,0.002919023526000019,0.007802027184729008,0.008238407823439623,0.009627735113153558
2023-09-29,-0.00877053757509422,-0.00937317747679564,0.002122595820379894,0.002233289348696263,0.006054951912027281
2023-10-06,-0.0016789695237259276,-0.001790610616841394,0.0035450454190584985,0.0037261605685152874,0.0015067906486182327
2023-10-13,0.010304418186032775,0.010978149889095049,0.009220935823774668,0.009647257318578533,0.01034817623964977
2023-10-20,-0.00020743726794222747,-0.00022033297903760398,-0.0004328917790443797,-0.00045208810382099364,-0.0003110076176247554
2023-10-27,0.003669602371168872,0.0038755304970863377,-0.002014186943190893,-0.002064481597589226,-0.0036714968692659784
2023-11-03,0.0005818253390447083,0.0006142766998291923,0.00022405744838166193,0.00022954260758585495,0.004614501689329613
2023-11-10,-0.0028138315615181433,-0.00297457923033723,-0.009821932667044014,-0.01008035222108899,-0.011940602477936215
2023-11-17,-0.0012798299425645751,-0.0013528358811220678,0.0013068992830899794,0.0013402891869776325,0.0006305404266276163
2023-11-24,-0.0011339986622354305,-0.001198676603995515,-0.0012562015738273925,-0.0012882870923123153,-0.0015138116169947056
2023-12-01,-0.00031939442369679106,-0.00033770933618934416,-0.00038365524620142855,-0.000393514277883564,0.00038889432919682923
2023-12-08,-0.00020425842737599478,-0.000216199368981052,-0.0001271248365305114,-0.0001304823668701336,-0.0029422121762311204
2023-12-15,-0.0017674732732256857,-0.0018743528438972773,0.0016547581277232023,0.0017011528260154549,-0.0013821729843339669
2023-12-22,-0.0033321231474667205,-0.0035372001908642306,-0.005696114213201381,-0.005861282802320782,-0.0049305218367803735
2023-12-29,0.004924912603503957,0.005226960952106412,0.00510618562168902,0.005252971171791307,0.0048192543775308315
2024-01-05,0.005002480356935564,0.005307247302364656,0.0043644662500304365,0.00448852123664759,0.00600253256298626
2024-01-12,0.005920722865222156,0.006277467995845555,0.005000818105883059,0.005141303300380684,0.005222742663012771
2024-01-19,-0.001311337477334295,-0.0013895819511533525,-0.002090749248862094,-0.00214937592548351,-0.0025541803616255343
2024-01-26,-0.00041645109104833036,-0.0004415598387099995,-0.0011429351372442013,-0.0011750346908524865,-0.0013965289714497372
2024-02-02,0.003756886940081406,0.003983544140463381,0.005031460542232355,0.0051727720933210635,0.008969843802640563
2024-02-09,-6.464422307076791e-05,-6.857441822040244e-05,0.0019448172127117676,0.002000279101626363,0.002381076988814109
2024-02-16,0.0016549205143332644,0.0017582981940537615,0.0036016948581203173,0.0037067069447599783,0.005277120696289939
2024-02-23,0.0009324359427293149,0.0009908920803679323,-0.0027290690216146283,-0.0028079981287080177,-0.0033168873338610466
2024-03-01,-0.0013522350860632629,-0.001438064882101321,-0.0036606875856515305,-0.003769587869825384,-0.00527617912848401
2024-03-08,0.002974490481960996,0.0031633418421883556,0.010945794877370853,0.01127216859083553,0.013116981093456694
2024-03-15,0.0026321930806520147,0.0028373209371927613,0.0035702832421553254,0.0036774249165754847,0.0008213637489455119
2024-03-22,0.0005637112912032447,0.0006092077891145357,0.0009098956937640632,0.0009376992896816425,0.001445148750820263
2024-03-29,0.0004389393393907214,0.00043891971652950903,-0.002663223349900128,-0.0026628896775157175,0.0
2024-04-05,-0.003321815133846913,-0.003321815133846913,-0.0024250459230248066,-0.0024250459230248066,-0.0013505516726095741
2024-04-12,-0.006930971481499073,-0.0069309714814990726,-0.006858847955034945,-0.006858847955034944,-0.008143949510563814
2024-04-19,0.01371034770116074,0.013710347701160737,0.014592992125290003,0.014592992125290003,0.017248241747477713
2024-04-26,-0.006194986154467318,-0.006194986154467317,-0.006706439799607391,-0.006706439799607391,-0.006577612953879801
2024-05-03,0.003911106498858701,0.0039111064988587,0.0032231394334566715,0.0032231394334566715,0.0020007911265853624
2024-05-10,-0.001344907650349534,-0.0013449076503495336,-0.005167820538390547,-0.005167820538390547,-0.006967222775776891
2024-05-17,0.006513194301716831,0.0065131943017168285,0.007254820880068383,0.007254820880068383,0.005497426900576516
2024-05-24,-0.003644599990241134,-0.003644599990241133,-0.003172394421793266,-0.003172394421793266,-0.004637547783669872
2024-05-31,-0.011828250993076961,-0.011828250993076958,-0.014813124152144141,-0.014813124152144141,-0.016709961560814335
2024-06-07,0.00034743588830269567,0.00034743588830269556,0.0013233889127970953,0.0013233889127970955,0.0035776356334306703
2024-06-14,0.0007249088224950585,0.0007249088224950581,0.0004350349742996531,0.0004350349742996531,0.0009625280326741184
2024-06-21,0.004494754174954867,0.004494754174954865,0.0023500700469678564,0.002350070046967857,0.0036505056979932826
2024-06-28,-0.0020393868862365154,-0.002039386886236514,-0.002901761931299146,-0.0029017619312991464,-0.0005172945222192552
2024-07-05,0.0036995719404360793,0.003699571940436078,-0.003636015173353247,-0.003636015173353248,-0.00415830278548492
2024-07-12,-0.003217798534268524,-0.003217798534268522,0.004453977118131497,0.004453977118131498,0.004973648517741789
2024-07-19,-0.00539721725972456,-0.005397217259724555,-0.00493239483946304,-0.004932394839463042,-0.005501625652683819
2024-07-26,-0.03186465859076701,-0.031864658590767,-0.024972089709252587,-0.02497208970925259,-0.022163756577239468
2024-08-02,0.00314999174582128,0.0031499917458212784,-0.0016324918565655264,-0.0016324918565655266,-0.0018289743102815894
2024-08-09,0.0015516666998060165,0.0015516666998060162,-0.0026781068072209958,-0.0026781068072209966,7.35304467344877e-05
2024-08-16,-0.010742601701882676,-0.010742601701882671,-0.01433270064672314,-0.014332700646723144,-0.014431772983909288
2024-08-23,-0.004186458644738045,-0.004186458644738043,0.0015241044225137261,0.0015241044225137263,0.0054284615792861
2024-08-30,-0.002386516427519131,-0.0023865164275191308,-0.005446816068449823,-0.005446816068449825,-0.006835229684662646
2024-09-06,0.0007065739950465166,0.0007065739950465162,-0.0012285492741184272,-0.0012285492741184274,-0.0013011961474548282
2024-09-13,0.0011065737019419267,0.0011065737019419263,0.0015617661239198507,0.0015617661239198507,0.0016476632952550265
2024-09-20,-0.0019946591728408746,-0.0019946591728408737,-0.0025736098029105468,-0.002573609802910547,-0.0027172738056807275
2024-09-27,0.007701605957801894,0.007701605957801892,0.009230758484869955,0.009230758484869955,0.00844321135214461
2024-10-04,-0.0011134006986288044,-0.0011134006986288037,0.005558843506507644,0.005558843506507644,0.0010780037420766977
2024-10-11,-0.0003590183223792136,-0.00035901832237921356,-0.005413919988435214,-0.005413919988435214,-0.0033825742062061417
2024-10-18,0.005216893267356303,0.00260844663367815,0.007285839123818672,0.003642919561909336,0.003955887663940598
2024-10-25,0.0011820346600381086,0.0011873799958657383,0.0036057212225582714,0.0036387959548324707,0.0008275465808431535
2024-11-01,0.0027325075349961645,0.0013726545071076719,0.0037621445731139255,0.0018978886607208597,0.0020463740127950616
2024-11-08,0.009962794840151074,0.010023028766284803,0.009650281735714084,0.009761200692544561,0.010596392425557283
2024-11-15,0.00036805438326484665,0.000370040968269688,-0.0022077849390430386,-0.0022313483710117753,-0.0024266566501254644
2024-11-22,-0.006334257581231677,-0.006368033342762339,-0.005766078178565177,-0.005828567146947537,-0.0036757691200755517
2024-11-29,-0.00365469086726261,-0.003674408401994989,-0.0009719458980152371,-0.0009825357363773494,-8.703767196832873e-05
2024-12-06,0.003943858609084566,0.00396541663427545,0.006802767821219553,0.006877027442450059,0.008828017207810073
2024-12-13,0.00031972303473346204,0.0003214170315460908,0.003640636605072963,0.003678484283539622,0.002603855578903029
2024-12-20,0.00115797105338491,0.001164017277770831,-0.0016855495664606205,-0.0017028710480485943,0.00014370204523838812
2024-12-27,-0.0034088784293581967,-0.0034262018058981813,-0.0002059455688534422,-0.00020805236667942063,0.004868362587096691
2025-01-03,0.0013347748075989703,0.0013421323589048136,0.0005926655519177649,0.0005989809362796435,-0.0016196789946364978
2025-01-10,-0.0020468860349854047,-0.002058842644636934,-0.004317369399883822,-0.004364752620911693,-0.006348076354080815
2025-01-17,-0.0051064180141204415,-0.005139172483705702,4.3475183323331524e-05,4.397652411335235e-05,-0.011754298556092464
2025-01-24,0.001641055772451416,0.0016516634328575094,0.0005561897137171931,0.0005625518114586188,-0.00012024986708145444
2025-01-31,-0.0033302264343505242,-0.0033514675838257884,-0.002234753733480746,-0.0022601276524160645,-0.0024224574586013503
2025-02-07,0.008992559092930483,0.009053360574090124,0.009413909005848603,0.00952591042306294,0.008647264836049806
2025-02-14,-0.00042722315284930365,-0.00042988538906247415,0.00010652535735027174,0.00010771399420778976,0.0014549262562898347
2025-02-21,-0.0009484113004720531,-0.000954431390798374,-0.0018538184533935516,-0.001875011541079377,-0.01338863871340918
2025-02-28,0.001771886842513264,0.001783283722278169,0.005930588762060917,0.005998198262560084,0.0018173058131854202
2025-03-07,0.005345730604162319,0.005379422597657954,0.005910956242828321,0.005975028285768222,0.0103122019155747
2025-03-14,0.009687716657096303,0.0048741237982858525,0.012320515629222695,0.006232520396169731,0.004150150003613818
2025-03-21,0.005259916422974609,0.002686068243821592,0.0065075677704144515,0.0033683360133533154,0.003319896125452038
2025-03-28,-0.0001485259492344604,-0.00015235767377749768,-0.0007978812363999511,-0.0008311238518467346,-0.0009390616908050939
2025-04-04,-0.01032743042208345,-0.005297291903999504,-0.010939637162705695,-0.005696975777856485,-0.004866416812589566
2025-04-11,0.009294182988035127,0.0048401668300097,0.01401016288089212,0.007424099071979772,0.00734183994838357
2025-04-18,0.008506887108837473,0.0044900244862095045,0.005019389111162672,0.002734440243299661,0.002096917037220522
2025-04-25,-0.0015965370555908833,-0.0008594939715356133,-0.04574587865647073,-0.025299331271955144,-0.032974006533808504
2025-05-02,0.0003820493846919779,0.0004118135244143479,0.0003441092238525516,0.0004636424315882673,-0.002001545745640159
2025-05-09,-0.0011951601414590168,-0.0006450402755876829,0.0030023579761681045,0.002025648606359095,0.001943017100690236
2025-05-16,0.0028634039505036073,0.0030910886592388376,-0.001769875865362477,-0.0023966237804527394,-0.00229955965335017
2025-05-23,0.0018824865880800235,0.0020373556007188607,-0.002205281413176302,-0.0030070915593181,-0.0002441638055715277
2025-05-30,0.0052842366191616155,0.005716729350435004,0.006206472659498984,0.008465571502206462,0.008067912123615769
2025-06-06,0.0006351708625784593,0.0006897442497600394,0.0027155814963953223,0.0037749140208099686,0.0035567658678688904
2025-06-13,0.0006784196384638973,0.0007366831238748245,-0.0005093837667960291,-0.0007071951580640868,0.0008602212591148182
2025-06-20,0.0012315771937042323,0.0006686970558392879,0.0038857848124277095,0.0026974714289307823,0.0025701938398849573
2025-06-27,0.003962042381875729,0.002154941381174022,0.0027448587505582585,0.0019100259840483707,0.0013300949297682552
2025-07-04,-0.00522825853661221,-0.005697004885895781,-0.0015964356215810718,-0.002225314023397615,-0.00437759590067312
2025-07-11,-0.001455520727093179,-0.0015875681211519944,0.0011846044592628115,0.001652655403983948,-2.4094282360160403e-05
2025-07-18,-0.00014746509639134935,-0.00016085262358650815,0.0001828209072845447,0.0002555437208449841,0.00010339144910058429
2025-07-25,-0.002236160428995978,-0.002440191381624349,-0.0003533544640950097,-0.0004950584471677008,-0.0004659020733113875
2025-08-01,0.014422672115212596,0.017192314946513795,0.0006837973676721387,0.0010429143875917125,-0.00032938686322756276
2025-08-08,0.005519381699342615,0.006483401327156232,0.0027295937314394674,0.004166189113202713,0.0036133005375699584
2025-08-15,0.0016063402348732922,0.0018830258132224147,9.331429030274038e-05,0.00014244837334414663,0.00012314481696145562
2025-08-22,-0.010566458822498934,-0.012701242747891714,-0.002157193632112489,-0.0034407160551206593,-0.0028850419195590444
2025-08-29,0.004370023803127763,0.005225132422400435,0.0007215043491896834,0.001148229571313997,0.004000823375826696
2025-09-05,-0.001922777630030488,-0.0022990497678948723,-0.0011484978407971258,-0.0018443888371898322,-0.0001776099805255874
2025-09-12,0.0036817657823329237,0.004400846541817316,0.008483778646221171,0.013622994729267502,0.009493529595174353
2025-09-19,0.004235560599727393,0.005058631819872464,0.005384627576458988,0.008489133349326399,0.005768558525613989
2025-09-26,0.0009457053506468488,0.0011292090603980801,0.0009141779792522518,0.0014364549854906337,0.0012278153144049267
2025-10-03,0.010170257323467005,0.012318450205490303,0.008508689668336457,0.013555447701021857,0.007132599230006674
2025-10-10,0.005542736295840111,0.006657076623333512,0.003842963025812567,0.006041168666928861,0.0072966159232446415
2025-10-17,0.004764923515530434,0.005710264954793855,0.0031781644936546317,0.005029766202332845,0.00666326670699333
2025-10-24,0.0015525483732249119,0.001847436081670938,-0.0038842901464218025,-0.006120544484932352,-0.006687254164481188
2025-10-31,0.012265163346863188,0.014595582889015234,0.007212362696979663,0.011295659368979822,0.009486586313555178
2025-11-07,0.007139705709758982,0.00840071766295932,-0.00033894058800412345,-0.0005246126636332539,-0.000633592285827704
2025-11-14,-0.010204258289542426,-0.012181047393840657,0.00015244597610872704,0.00023923509732128465,0.0032760607483445867
2025-11-21,0.0009589105203280601,0.0011336710540699594,0.008025859424842229,0.012622188241906827,0.004093365495288331
2025-11-28,-0.000862627175974774,-0.0010297494861742727,-0.005250754363038087,-0.008226006285197412,-0.009445047112039662
2025-12-05,0.00012022824152682401,0.00014407648634526382,-0.00039835283261881166,-0.0006173619938469615,-0.0005198166814239541
2025-12-12,-0.013911111847221831,-0.0167164651409684,-0.005120322698739127,-0.007978557302980041,-0.007086460196354289
2025-12-19,-0.0038871291044964805,-0.004591019075833025,-0.0035087724977276996,-0.005417431694497783,-0.005374303198472903
2025-12-26,0.004266581554221382,0.005032678078047486,0.00337833390940201,0.005195911561442304,0.005010385495029717
2026-01-02,-0.0010394924390910135,-0.00122794801739504,0.0009758053589909927,0.001498572461254622,0.00022196230492219676
2026-01-09,0.0021757841917044865,0.0025702770265697505,0.0016682386943233987,0.002562070752191368,0.0022544876035980855
2026-01-16,-0.00282475986909568,-0.003339828060918979,-0.003995766347242517,-0.006170304375589449,-0.004263553934528528
2026-01-23,0.003300545108430648,0.003921549041503158,-0.0029430865550361704,-0.004514938395738202,-0.0009524499913171016
2026-01-30,0.01338282325313469,0.015896365602659276,0.012618337587387403,0.01928128455018122,0.012587823222186625
2026-02-06,-0.0065127928712071575,-0.003831065660799433,-0.007642400791218027,-0.005655526088139643,-0.005190297917528138
2026-02-13,0.0016776603422630043,0.001008410387181959,0.0012350105115758315,0.0009271989710974595,0.0009737720720688937
2026-02-20,0.003454383309679576,0.004152658150507908,0.002236939651962619,0.0033595228681360762,0.0035131124404651514
2026-02-27,-0.007886458097225484,-0.004740402474476938,-0.0004890563331578514,-0.00036765085435543234,0.002757784973005698
2026-03-06,0.0074992349587316934,0.0045550002459063405,0.001546787071676671,0.0011666750297702453,0.002121880528419165
2026-03-13,-0.02049328998317691,-0.0125747622591007,-0.0057513155130077135,-0.004355351851521931,-0.0043068273215880245
2026-03-20,0.00040730208450321563,0.0002574040561453249,0.005563882638559595,0.004184450425727274,0.00400329877201054
2026-03-27,0.02442076484412703,0.015326370704147265,0.01144653915321911,0.008611592181675475,0.006514052567013452
2026-04-03,-0.0013989013247873345,-0.0009340016918004775,-0.003773880370727565,-0.0028759115170141915,-0.002094945068223388
2026-04-10,0.012975097996902106,0.008443941972110146,-0.0009241421531573404,-0.0007008283007651162,-0.00026099698887849476
2026-04-17,-0.0004887765523470055,-0.0003175774526496354,0.003324697920074642,0.002488273140485803,0.0013654736736905177
2026-04-24,-0.0025927259709632284,-0.0033132809819674397,0.001182089258342529,0.0017679200960458118,0.005956436022252462
2026-05-01,0.003361398276811482,0.0021422810831291175,0.0021235960281626343,0.0012263922863298895,0.0013357234571103097
2026-05-08,-0.009180035718697266,-0.011709311507329527,-0.006682927774176629,-0.007717708658460754,-0.0038825054639033078
2026-05-15,0.00028609089259443404,0.0003602786126222431,0.006515525452567634,0.007478890505324892,0.013316864209822029
2026-05-22,0.004880192582873612,0.0061535550924144795,-0.0005881722563656683,-0.0006745648402326607,0.0015946432579532982
2026-05-29,-0.003941069764920834,-0.004961178292978366,-0.00041023025539941834,-0.00047118015103925795,-0.002228626977149175
2026-06-05,0.0148725037977108,0.018775565434703552,0.006630586600390142,0.0076674834943979845,0.008315581195897618
2026-06-12,0.011616732663578277,0.014342385745740418,0.00510151438603886,0.0058925274072116895,0.006386232942855544
2026-06-19,0.0027791582923704316,0.00339085932592583,0.006829450250080617,0.007881765002707267,0.009633239301960297
2026-06-26,-0.012375974999513777,-0.015096206432693065,-0.010684573555180514,-0.012252751874694899,-0.010941536836492488
2026-07-03,0.003465516636803688,0.004152224711037444,-0.0012475922326740784,-0.0014159801820432265,0.0014550822600854175
2026-07-10,-0.002222530128157554,-0.002673463690490055,5.1510652572276544e-05,5.849724481506276e-05,0.0004965674430317755
2026-07-17,0.002824435043721097,0.0033967062990896634,-0.0008052461039704659,-0.0009144306145031231,-0.0010055134830143123
2026-07-24,0.0,0.0,0.0,0.0,0.0
